tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,control_change,,,,,0,0,1,,,,,0,7,127,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,set_tempo,,,,,0,1,0,,600000,,,,,,,
0,program_change,,,,,0,0,1,,,,0,0,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
481,control_change,,,,,481,0,1,,,,,0,91,127,,
562,note_on,,,,,81,0,1,,,,,0,,,53,60
565,control_change,,,,,3,0,1,,,,,0,64,24,,
569,control_change,,,,,4,0,1,,,,,0,64,56,,
573,control_change,,,,,4,0,1,,,,,0,64,88,,
578,control_change,,,,,5,0,1,,,,,0,64,127,,
718,note_on,,,,,140,0,1,,,,,0,,,53,0
722,note_on,,,,,4,0,1,,,,,0,,,51,62
759,control_change,,,,,37,0,1,,,,,0,64,104,,
763,control_change,,,,,4,0,1,,,,,0,64,40,,
767,control_change,,,,,4,0,1,,,,,0,64,0,,
807,control_change,,,,,40,0,1,,,,,0,64,56,,
811,control_change,,,,,4,0,1,,,,,0,64,104,,
815,control_change,,,,,4,0,1,,,,,0,64,127,,
836,note_on,,,,,21,0,1,,,,,0,,,51,0
956,note_on,,,,,120,0,1,,,,,0,,,49,54
964,control_change,,,,,8,0,1,,,,,0,64,88,,
968,control_change,,,,,4,0,1,,,,,0,64,0,,
997,control_change,,,,,29,0,1,,,,,0,64,127,,
1002,note_on,,,,,5,0,1,,,,,0,,,42,40
1017,note_on,,,,,15,0,1,,,,,0,,,49,0
1021,note_on,,,,,4,0,1,,,,,0,,,58,46
1043,note_on,,,,,22,0,1,,,,,0,,,49,58
1053,note_on,,,,,10,0,1,,,,,0,,,58,0
1061,note_on,,,,,8,0,1,,,,,0,,,66,50
1092,note_on,,,,,31,0,1,,,,,0,,,73,52
1094,note_on,,,,,2,0,1,,,,,0,,,66,0
1109,note_on,,,,,15,0,1,,,,,0,,,73,0
1141,note_on,,,,,32,0,1,,,,,0,,,61,40
1146,note_on,,,,,5,0,1,,,,,0,,,75,50
1158,note_on,,,,,12,0,1,,,,,0,,,61,0
1162,note_on,,,,,4,0,1,,,,,0,,,75,0
1166,note_on,,,,,4,0,1,,,,,0,,,42,0
1179,note_on,,,,,13,0,1,,,,,0,,,49,0
1183,note_on,,,,,4,0,1,,,,,0,,,73,51
1190,note_on,,,,,7,0,1,,,,,0,,,66,33
1198,note_on,,,,,8,0,1,,,,,0,,,66,0
1205,note_on,,,,,7,0,1,,,,,0,,,73,0
1223,note_on,,,,,18,0,1,,,,,0,,,75,40
1225,note_on,,,,,2,0,1,,,,,0,,,70,43
1235,note_on,,,,,10,0,1,,,,,0,,,75,0
1240,note_on,,,,,5,0,1,,,,,0,,,70,0
1259,note_on,,,,,19,0,1,,,,,0,,,73,51
1280,note_on,,,,,21,0,1,,,,,0,,,73,0
1299,note_on,,,,,19,0,1,,,,,0,,,75,47
1301,note_on,,,,,2,0,1,,,,,0,,,70,38
1315,note_on,,,,,14,0,1,,,,,0,,,75,0
1318,note_on,,,,,3,0,1,,,,,0,,,70,0
1342,note_on,,,,,0,0,1,,,,,0,,,66,30
1342,note_on,,,,,24,0,1,,,,,0,,,73,49
1369,note_on,,,,,27,0,1,,,,,0,,,66,0
1369,note_on,,,,,0,0,1,,,,,0,,,73,0
1382,note_on,,,,,13,0,1,,,,,0,,,75,38
1384,note_on,,,,,2,0,1,,,,,0,,,61,32
1391,note_on,,,,,7,0,1,,,,,0,,,75,0
1397,note_on,,,,,6,0,1,,,,,0,,,61,0
1416,note_on,,,,,19,0,1,,,,,0,,,54,64
1425,note_on,,,,,9,0,1,,,,,0,,,58,43
1429,note_on,,,,,4,0,1,,,,,0,,,73,37
1433,note_on,,,,,4,0,1,,,,,0,,,58,0
1445,note_on,,,,,12,0,1,,,,,0,,,73,0
1467,note_on,,,,,22,0,1,,,,,0,,,61,49
1471,note_on,,,,,4,0,1,,,,,0,,,75,36
1481,note_on,,,,,10,0,1,,,,,0,,,61,0
1482,note_on,,,,,1,0,1,,,,,0,,,75,0
1506,note_on,,,,,0,0,1,,,,,0,,,66,30
1506,note_on,,,,,24,0,1,,,,,0,,,73,53
1530,note_on,,,,,0,0,1,,,,,0,,,73,0
1530,note_on,,,,,24,0,1,,,,,0,,,66,0
1543,note_on,,,,,13,0,1,,,,,0,,,75,46
1554,note_on,,,,,11,0,1,,,,,0,,,70,28
1563,note_on,,,,,9,0,1,,,,,0,,,75,0
1565,note_on,,,,,2,0,1,,,,,0,,,70,0
1586,note_on,,,,,21,0,1,,,,,0,,,56,69
1589,note_on,,,,,3,0,1,,,,,0,,,73,49
1592,note_on,,,,,3,0,1,,,,,0,,,54,0
1611,note_on,,,,,19,0,1,,,,,0,,,73,0
1626,note_on,,,,,15,0,1,,,,,0,,,75,48
1635,note_on,,,,,9,0,1,,,,,0,,,70,30
1646,note_on,,,,,11,0,1,,,,,0,,,70,0
1648,note_on,,,,,0,0,1,,,,,0,,,56,0
1648,note_on,,,,,2,0,1,,,,,0,,,75,0
1667,note_on,,,,,19,0,1,,,,,0,,,73,45
1667,note_on,,,,,0,0,1,,,,,0,,,66,32
1693,note_on,,,,,26,0,1,,,,,0,,,66,0
1693,note_on,,,,,0,0,1,,,,,0,,,73,0
1702,note_on,,,,,9,0,1,,,,,0,,,61,39
1706,control_change,,,,,4,0,1,,,,,0,64,72,,
1708,note_on,,,,,2,0,1,,,,,0,,,75,38
1710,control_change,,,,,2,0,1,,,,,0,64,0,,
1714,note_on,,,,,4,0,1,,,,,0,,,42,55
1726,note_on,,,,,12,0,1,,,,,0,,,61,0
1730,note_on,,,,,4,0,1,,,,,0,,,75,0
1735,control_change,,,,,5,0,1,,,,,0,64,88,,
1739,control_change,,,,,4,0,1,,,,,0,64,127,,
1740,note_on,,,,,1,0,1,,,,,0,,,42,0
1751,note_on,,,,,11,0,1,,,,,0,,,58,69
1762,note_on,,,,,11,0,1,,,,,0,,,73,43
1766,note_on,,,,,4,0,1,,,,,0,,,58,0
1783,note_on,,,,,17,0,1,,,,,0,,,73,0
1797,note_on,,,,,0,0,1,,,,,0,,,61,33
1797,note_on,,,,,14,0,1,,,,,0,,,75,45
1809,note_on,,,,,12,0,1,,,,,0,,,61,0
1809,note_on,,,,,0,0,1,,,,,0,,,75,0
1834,note_on,,,,,25,0,1,,,,,0,,,73,46
1834,note_on,,,,,0,0,1,,,,,0,,,66,32
1859,note_on,,,,,25,0,1,,,,,0,,,66,0
1859,note_on,,,,,0,0,1,,,,,0,,,73,0
1874,note_on,,,,,15,0,1,,,,,0,,,75,44
1882,note_on,,,,,8,0,1,,,,,0,,,70,32
1893,note_on,,,,,11,0,1,,,,,0,,,75,0
1905,note_on,,,,,12,0,1,,,,,0,,,70,0
1915,note_on,,,,,10,0,1,,,,,0,,,73,50
1939,note_on,,,,,24,0,1,,,,,0,,,73,0
1952,note_on,,,,,13,0,1,,,,,0,,,75,53
1958,note_on,,,,,6,0,1,,,,,0,,,70,42
1971,note_on,,,,,13,0,1,,,,,0,,,75,0
1974,note_on,,,,,3,0,1,,,,,0,,,70,0
1993,note_on,,,,,19,0,1,,,,,0,,,73,47
1993,note_on,,,,,0,0,1,,,,,0,,,66,31
2022,note_on,,,,,29,0,1,,,,,0,,,66,0
2022,note_on,,,,,0,0,1,,,,,0,,,73,0
2032,note_on,,,,,10,0,1,,,,,0,,,75,49
2034,note_on,,,,,2,0,1,,,,,0,,,61,38
2051,note_on,,,,,17,0,1,,,,,0,,,75,0
2053,note_on,,,,,2,0,1,,,,,0,,,61,0
2070,note_on,,,,,17,0,1,,,,,0,,,73,51
2095,note_on,,,,,25,0,1,,,,,0,,,73,0
2110,note_on,,,,,15,0,1,,,,,0,,,61,44
2111,note_on,,,,,1,0,1,,,,,0,,,75,49
2124,note_on,,,,,13,0,1,,,,,0,,,61,0
2128,note_on,,,,,4,0,1,,,,,0,,,75,0
2149,note_on,,,,,21,0,1,,,,,0,,,73,42
2154,note_on,,,,,5,0,1,,,,,0,,,66,23
2163,note_on,,,,,9,0,1,,,,,0,,,66,0
2171,note_on,,,,,8,0,1,,,,,0,,,73,0
2193,note_on,,,,,22,0,1,,,,,0,,,75,22
2194,note_on,,,,,1,0,1,,,,,0,,,70,34
2204,note_on,,,,,10,0,1,,,,,0,,,75,0
2209,note_on,,,,,5,0,1,,,,,0,,,70,0
2227,note_on,,,,,18,0,1,,,,,0,,,54,62
2229,note_on,,,,,2,0,1,,,,,0,,,73,48
2254,note_on,,,,,25,0,1,,,,,0,,,73,0
2275,note_on,,,,,21,0,1,,,,,0,,,75,43
2283,note_on,,,,,8,0,1,,,,,0,,,70,35
2293,note_on,,,,,10,0,1,,,,,0,,,70,0
2294,note_on,,,,,1,0,1,,,,,0,,,75,0
2304,note_on,,,,,10,0,1,,,,,0,,,54,0
2313,note_on,,,,,0,0,1,,,,,0,,,66,30
2313,note_on,,,,,9,0,1,,,,,0,,,73,45
2347,note_on,,,,,34,0,1,,,,,0,,,66,0
2347,note_on,,,,,0,0,1,,,,,0,,,73,0
2357,note_on,,,,,0,0,1,,,,,0,,,61,30
2357,note_on,,,,,10,0,1,,,,,0,,,75,42
2384,control_change,,,,,27,0,1,,,,,0,64,40,,
2387,control_change,,,,,3,0,1,,,,,0,64,0,,
2389,note_on,,,,,0,0,1,,,,,0,,,75,0
2389,note_on,,,,,2,0,1,,,,,0,,,61,0
2393,note_on,,,,,4,0,1,,,,,0,,,42,48
2406,note_on,,,,,13,0,1,,,,,0,,,63,53
2420,control_change,,,,,14,0,1,,,,,0,64,56,,
2424,control_change,,,,,4,0,1,,,,,0,64,127,,
2430,note_on,,,,,6,0,1,,,,,0,,,63,0
2434,note_on,,,,,4,0,1,,,,,0,,,51,53
2438,note_on,,,,,4,0,1,,,,,0,,,71,53
2451,note_on,,,,,13,0,1,,,,,0,,,78,57
2458,note_on,,,,,7,0,1,,,,,0,,,71,0
2473,note_on,,,,,15,0,1,,,,,0,,,78,0
2496,note_on,,,,,23,0,1,,,,,0,,,66,42
2499,note_on,,,,,3,0,1,,,,,0,,,80,55
2504,note_on,,,,,5,0,1,,,,,0,,,66,0
2513,note_on,,,,,9,0,1,,,,,0,,,42,0
2514,note_on,,,,,1,0,1,,,,,0,,,80,0
2527,note_on,,,,,13,0,1,,,,,0,,,51,0
2531,note_on,,,,,4,0,1,,,,,0,,,78,62
2531,note_on,,,,,0,0,1,,,,,0,,,71,35
2556,note_on,,,,,25,0,1,,,,,0,,,71,0
2556,note_on,,,,,0,0,1,,,,,0,,,78,0
2572,note_on,,,,,16,0,1,,,,,0,,,80,55
2573,note_on,,,,,1,0,1,,,,,0,,,75,50
2589,note_on,,,,,16,0,1,,,,,0,,,80,0
2592,note_on,,,,,3,0,1,,,,,0,,,75,0
2608,note_on,,,,,16,0,1,,,,,0,,,78,54
2614,note_on,,,,,6,0,1,,,,,0,,,54,64
2630,note_on,,,,,16,0,1,,,,,0,,,78,0
2649,note_on,,,,,19,0,1,,,,,0,,,80,58
2652,note_on,,,,,3,0,1,,,,,0,,,75,42
2665,note_on,,,,,13,0,1,,,,,0,,,75,0
2670,note_on,,,,,5,0,1,,,,,0,,,80,0
2692,note_on,,,,,22,0,1,,,,,0,,,78,56
2692,note_on,,,,,0,0,1,,,,,0,,,71,35
2716,note_on,,,,,24,0,1,,,,,0,,,71,0
2716,note_on,,,,,0,0,1,,,,,0,,,78,0
2729,note_on,,,,,13,0,1,,,,,0,,,80,60
2734,note_on,,,,,5,0,1,,,,,0,,,66,30
2743,note_on,,,,,9,0,1,,,,,0,,,66,0
2744,note_on,,,,,1,0,1,,,,,0,,,80,0
2770,note_on,,,,,26,0,1,,,,,0,,,54,0
2770,note_on,,,,,0,0,1,,,,,0,,,59,69
2772,note_on,,,,,2,0,1,,,,,0,,,78,44
2794,note_on,,,,,22,0,1,,,,,0,,,78,0
2810,note_on,,,,,16,0,1,,,,,0,,,66,46
2812,note_on,,,,,2,0,1,,,,,0,,,80,64
2826,note_on,,,,,14,0,1,,,,,0,,,66,0
2828,note_on,,,,,2,0,1,,,,,0,,,80,0
2850,note_on,,,,,22,0,1,,,,,0,,,78,52
2860,note_on,,,,,10,0,1,,,,,0,,,71,30
2866,note_on,,,,,6,0,1,,,,,0,,,71,0
2870,note_on,,,,,4,0,1,,,,,0,,,78,0
2889,note_on,,,,,19,0,1,,,,,0,,,80,58
2893,note_on,,,,,4,0,1,,,,,0,,,75,40
2903,note_on,,,,,10,0,1,,,,,0,,,75,0
2908,note_on,,,,,5,0,1,,,,,0,,,80,0
2924,note_on,,,,,16,0,1,,,,,0,,,59,0
2926,note_on,,,,,2,0,1,,,,,0,,,63,74
2934,note_on,,,,,8,0,1,,,,,0,,,78,54
2952,note_on,,,,,18,0,1,,,,,0,,,78,0
2970,note_on,,,,,18,0,1,,,,,0,,,80,61
2978,note_on,,,,,8,0,1,,,,,0,,,75,34
2987,note_on,,,,,9,0,1,,,,,0,,,75,0
2989,note_on,,,,,2,0,1,,,,,0,,,80,0
2998,note_on,,,,,9,0,1,,,,,0,,,63,0
3010,note_on,,,,,12,0,1,,,,,0,,,78,56
3010,note_on,,,,,0,0,1,,,,,0,,,71,33
3038,note_on,,,,,28,0,1,,,,,0,,,71,0
3038,note_on,,,,,0,0,1,,,,,0,,,78,0
3050,note_on,,,,,12,0,1,,,,,0,,,75,50
3050,note_on,,,,,0,0,1,,,,,0,,,66,30
3061,note_on,,,,,0,0,1,,,,,0,,,75,0
3061,note_on,,,,,11,0,1,,,,,0,,,66,0
3073,control_change,,,,,12,0,1,,,,,0,64,56,,
3077,note_on,,,,,4,0,1,,,,,0,,,42,47
3078,control_change,,,,,1,0,1,,,,,0,64,0,,
3094,note_on,,,,,16,0,1,,,,,0,,,58,43
3098,control_change,,,,,0,0,1,,,,,0,64,72,,
3098,note_on,,,,,4,0,1,,,,,0,,,42,0
3102,control_change,,,,,0,0,1,,,,,0,64,127,,
3102,note_on,,,,,4,0,1,,,,,0,,,58,0
3119,note_on,,,,,17,0,1,,,,,0,,,66,28
3121,note_on,,,,,2,0,1,,,,,0,,,73,42
3132,note_on,,,,,0,0,1,,,,,0,,,66,0
3132,note_on,,,,,0,0,1,,,,,0,,,61,73
3132,note_on,,,,,11,0,1,,,,,0,,,73,0
3147,note_on,,,,,15,0,1,,,,,0,,,61,0
3169,note_on,,,,,22,0,1,,,,,0,,,61,37
3174,note_on,,,,,5,0,1,,,,,0,,,75,38
3181,note_on,,,,,7,0,1,,,,,0,,,61,0
3191,note_on,,,,,10,0,1,,,,,0,,,75,0
3208,note_on,,,,,17,0,1,,,,,0,,,73,46
3216,note_on,,,,,8,0,1,,,,,0,,,66,19
3224,note_on,,,,,8,0,1,,,,,0,,,66,0
3230,note_on,,,,,6,0,1,,,,,0,,,73,0
3247,note_on,,,,,17,0,1,,,,,0,,,75,47
3252,note_on,,,,,5,0,1,,,,,0,,,70,39
3263,note_on,,,,,11,0,1,,,,,0,,,70,0
3264,note_on,,,,,1,0,1,,,,,0,,,75,0
3288,note_on,,,,,24,0,1,,,,,0,,,73,53
3309,note_on,,,,,21,0,1,,,,,0,,,73,0
3329,note_on,,,,,20,0,1,,,,,0,,,70,38
3329,note_on,,,,,0,0,1,,,,,0,,,75,36
3342,note_on,,,,,13,0,1,,,,,0,,,75,0
3346,note_on,,,,,4,0,1,,,,,0,,,70,0
3364,note_on,,,,,18,0,1,,,,,0,,,73,53
3364,note_on,,,,,0,0,1,,,,,0,,,66,32
3390,note_on,,,,,26,0,1,,,,,0,,,66,0
3390,note_on,,,,,0,0,1,,,,,0,,,73,0
3406,note_on,,,,,16,0,1,,,,,0,,,75,42
3410,note_on,,,,,4,0,1,,,,,0,,,61,26
3422,note_on,,,,,12,0,1,,,,,0,,,75,0
3426,note_on,,,,,4,0,1,,,,,0,,,61,0
3440,note_on,,,,,14,0,1,,,,,0,,,58,51
3450,note_on,,,,,10,0,1,,,,,0,,,73,33
3464,note_on,,,,,14,0,1,,,,,0,,,73,0
3483,note_on,,,,,19,0,1,,,,,0,,,61,40
3489,note_on,,,,,6,0,1,,,,,0,,,75,27
3498,note_on,,,,,9,0,1,,,,,0,,,75,0
3500,note_on,,,,,2,0,1,,,,,0,,,61,0
3524,note_on,,,,,24,0,1,,,,,0,,,73,37
3528,note_on,,,,,4,0,1,,,,,0,,,66,29
3540,note_on,,,,,12,0,1,,,,,0,,,66,0
3547,note_on,,,,,7,0,1,,,,,0,,,73,0
3565,note_on,,,,,18,0,1,,,,,0,,,75,33
3570,note_on,,,,,5,0,1,,,,,0,,,70,30
3578,note_on,,,,,8,0,1,,,,,0,,,75,0
3579,note_on,,,,,1,0,1,,,,,0,,,58,0
3580,note_on,,,,,1,0,1,,,,,0,,,70,0
3604,note_on,,,,,24,0,1,,,,,0,,,73,39
3624,note_on,,,,,20,0,1,,,,,0,,,73,0
3644,note_on,,,,,20,0,1,,,,,0,,,75,30
3646,note_on,,,,,2,0,1,,,,,0,,,70,31
3658,note_on,,,,,12,0,1,,,,,0,,,75,0
3660,note_on,,,,,2,0,1,,,,,0,,,70,0
3683,note_on,,,,,23,0,1,,,,,0,,,73,45
3683,note_on,,,,,0,0,1,,,,,0,,,66,28
3715,note_on,,,,,0,0,1,,,,,0,,,73,0
3715,note_on,,,,,32,0,1,,,,,0,,,66,0
3729,note_on,,,,,14,0,1,,,,,0,,,75,43
3733,note_on,,,,,4,0,1,,,,,0,,,61,30
3743,note_on,,,,,10,0,1,,,,,0,,,61,0
3747,control_change,,,,,4,0,1,,,,,0,64,56,,
3751,control_change,,,,,4,0,1,,,,,0,64,0,,
3757,note_on,,,,,6,0,1,,,,,0,,,47,46
3758,note_on,,,,,1,0,1,,,,,0,,,75,0
3778,note_on,,,,,20,0,1,,,,,0,,,53,47
3780,control_change,,,,,2,0,1,,,,,0,64,72,,
3784,control_change,,,,,4,0,1,,,,,0,64,127,,
3787,note_on,,,,,0,0,1,,,,,0,,,73,51
3787,note_on,,,,,3,0,1,,,,,0,,,47,0
3797,note_on,,,,,10,0,1,,,,,0,,,56,67
3807,note_on,,,,,10,0,1,,,,,0,,,53,0
3818,note_on,,,,,0,0,1,,,,,0,,,73,0
3818,note_on,,,,,11,0,1,,,,,0,,,56,0
3833,note_on,,,,,15,0,1,,,,,0,,,75,54
3836,note_on,,,,,3,0,1,,,,,0,,,65,47
3851,note_on,,,,,15,0,1,,,,,0,,,65,0
3852,note_on,,,,,1,0,1,,,,,0,,,75,0
3876,note_on,,,,,24,0,1,,,,,0,,,73,48
3878,note_on,,,,,2,0,1,,,,,0,,,68,39
3890,note_on,,,,,12,0,1,,,,,0,,,68,0
3900,note_on,,,,,10,0,1,,,,,0,,,73,0
3911,note_on,,,,,11,0,1,,,,,0,,,75,54
3916,note_on,,,,,5,0,1,,,,,0,,,65,43
3929,note_on,,,,,13,0,1,,,,,0,,,65,0
3935,note_on,,,,,6,0,1,,,,,0,,,75,0
3950,note_on,,,,,15,0,1,,,,,0,,,63,73
3956,note_on,,,,,6,0,1,,,,,0,,,73,55
3964,note_on,,,,,8,0,1,,,,,0,,,68,31
3983,note_on,,,,,19,0,1,,,,,0,,,73,0
3986,note_on,,,,,3,0,1,,,,,0,,,68,0
3996,note_on,,,,,10,0,1,,,,,0,,,75,50
4002,note_on,,,,,6,0,1,,,,,0,,,65,34
4014,note_on,,,,,12,0,1,,,,,0,,,65,0
4018,note_on,,,,,4,0,1,,,,,0,,,75,0
4024,note_on,,,,,6,0,1,,,,,0,,,63,0
4038,note_on,,,,,14,0,1,,,,,0,,,73,51
4065,note_on,,,,,27,0,1,,,,,0,,,73,0
4078,note_on,,,,,13,0,1,,,,,0,,,61,64
4080,note_on,,,,,2,0,1,,,,,0,,,75,54
4110,note_on,,,,,30,0,1,,,,,0,,,61,0
4113,note_on,,,,,3,0,1,,,,,0,,,75,0
4128,note_on,,,,,15,0,1,,,,,0,,,46,58
4132,note_on,,,,,4,0,1,,,,,0,,,54,39
4134,control_change,,,,,2,0,1,,,,,0,64,88,,
4138,control_change,,,,,4,0,1,,,,,0,64,0,,
4148,note_on,,,,,10,0,1,,,,,0,,,73,49
4158,note_on,,,,,10,0,1,,,,,0,,,61,65
4167,note_on,,,,,9,0,1,,,,,0,,,46,0
4173,note_on,,,,,6,0,1,,,,,0,,,73,0
4175,control_change,,,,,2,0,1,,,,,0,64,104,,
4179,control_change,,,,,4,0,1,,,,,0,64,127,,
4186,note_on,,,,,7,0,1,,,,,0,,,54,0
4192,note_on,,,,,0,0,1,,,,,0,,,61,34
4192,note_on,,,,,6,0,1,,,,,0,,,75,50
4206,note_on,,,,,14,0,1,,,,,0,,,61,0
4213,note_on,,,,,7,0,1,,,,,0,,,75,0
4213,note_on,,,,,0,0,1,,,,,0,,,61,0
4227,note_on,,,,,14,0,1,,,,,0,,,73,49
4236,note_on,,,,,9,0,1,,,,,0,,,66,30
4244,note_on,,,,,8,0,1,,,,,0,,,66,0
4255,note_on,,,,,11,0,1,,,,,0,,,73,0
4268,note_on,,,,,13,0,1,,,,,0,,,75,48
4276,note_on,,,,,8,0,1,,,,,0,,,70,36
4286,note_on,,,,,10,0,1,,,,,0,,,70,0
4287,note_on,,,,,1,0,1,,,,,0,,,75,0
4310,note_on,,,,,23,0,1,,,,,0,,,73,49
4333,note_on,,,,,23,0,1,,,,,0,,,73,0
4351,note_on,,,,,18,0,1,,,,,0,,,75,46
4356,note_on,,,,,5,0,1,,,,,0,,,70,35
4372,note_on,,,,,16,0,1,,,,,0,,,70,0
4372,note_on,,,,,0,0,1,,,,,0,,,75,0
4394,note_on,,,,,22,0,1,,,,,0,,,73,46
4395,note_on,,,,,1,0,1,,,,,0,,,54,62
4423,note_on,,,,,28,0,1,,,,,0,,,73,0
4438,note_on,,,,,15,0,1,,,,,0,,,75,44
4443,note_on,,,,,5,0,1,,,,,0,,,61,33
4451,note_on,,,,,8,0,1,,,,,0,,,54,0
4457,note_on,,,,,6,0,1,,,,,0,,,75,0
4464,note_on,,,,,7,0,1,,,,,0,,,44,37
4469,note_on,,,,,5,0,1,,,,,0,,,61,0
4482,control_change,,,,,13,0,1,,,,,0,64,104,,
4485,note_on,,,,,3,0,1,,,,,0,,,53,65
4486,control_change,,,,,1,0,1,,,,,0,64,24,,
4488,note_on,,,,,2,0,1,,,,,0,,,73,56
4490,control_change,,,,,2,0,1,,,,,0,64,0,,
4515,note_on,,,,,25,0,1,,,,,0,,,73,0
4517,control_change,,,,,2,0,1,,,,,0,64,72,,
4521,control_change,,,,,4,0,1,,,,,0,64,127,,
4531,note_on,,,,,0,0,1,,,,,0,,,61,27
4531,note_on,,,,,10,0,1,,,,,0,,,75,56
4533,note_on,,,,,2,0,1,,,,,0,,,44,0
4537,note_on,,,,,4,0,1,,,,,0,,,61,0
4538,note_on,,,,,1,0,1,,,,,0,,,53,0
4550,note_on,,,,,12,0,1,,,,,0,,,75,0
4567,note_on,,,,,17,0,1,,,,,0,,,73,56
4573,note_on,,,,,6,0,1,,,,,0,,,65,32
4585,note_on,,,,,12,0,1,,,,,0,,,65,0
4592,note_on,,,,,7,0,1,,,,,0,,,73,0
4608,note_on,,,,,16,0,1,,,,,0,,,75,40
4608,note_on,,,,,0,0,1,,,,,0,,,71,48
4625,note_on,,,,,17,0,1,,,,,0,,,75,0
4628,note_on,,,,,3,0,1,,,,,0,,,71,0
4646,note_on,,,,,18,0,1,,,,,0,,,73,53
4647,note_on,,,,,1,0,1,,,,,0,,,59,63
4655,control_change,,,,,8,0,1,,,,,0,64,104,,
4659,control_change,,,,,4,0,1,,,,,0,64,72,,
4670,control_change,,,,,11,0,1,,,,,0,64,127,,
4672,note_on,,,,,2,0,1,,,,,0,,,73,0
4690,note_on,,,,,18,0,1,,,,,0,,,75,35
4697,note_on,,,,,7,0,1,,,,,0,,,71,26
4707,note_on,,,,,10,0,1,,,,,0,,,71,0
4711,note_on,,,,,4,0,1,,,,,0,,,75,0
4730,note_on,,,,,19,0,1,,,,,0,,,59,0
4730,note_on,,,,,0,0,1,,,,,0,,,65,33
4730,note_on,,,,,0,0,1,,,,,0,,,73,47
4755,note_on,,,,,0,0,1,,,,,0,,,73,0
4755,note_on,,,,,25,0,1,,,,,0,,,65,0
4776,note_on,,,,,21,0,1,,,,,0,,,75,58
4778,note_on,,,,,2,0,1,,,,,0,,,61,39
4785,note_on,,,,,7,0,1,,,,,0,,,58,56
4794,note_on,,,,,9,0,1,,,,,0,,,61,0
4800,note_on,,,,,6,0,1,,,,,0,,,75,0
4804,note_on,,,,,4,0,1,,,,,0,,,58,0
4815,control_change,,,,,11,0,1,,,,,0,64,72,,
4816,note_on,,,,,1,0,1,,,,,0,,,42,44
4820,control_change,,,,,4,0,1,,,,,0,64,0,,
4834,note_on,,,,,14,0,1,,,,,0,,,42,0
4839,note_on,,,,,5,0,1,,,,,0,,,73,54
4844,control_change,,,,,5,0,1,,,,,0,64,88,,
4847,note_on,,,,,3,0,1,,,,,0,,,58,57
4848,control_change,,,,,1,0,1,,,,,0,64,127,,
4862,note_on,,,,,14,0,1,,,,,0,,,58,0
4863,note_on,,,,,1,0,1,,,,,0,,,73,0
4882,note_on,,,,,19,0,1,,,,,0,,,75,63
4883,note_on,,,,,1,0,1,,,,,0,,,61,40
4893,note_on,,,,,10,0,1,,,,,0,,,61,0
4900,note_on,,,,,7,0,1,,,,,0,,,75,0
4919,note_on,,,,,19,0,1,,,,,0,,,73,50
4922,note_on,,,,,3,0,1,,,,,0,,,66,36
4932,note_on,,,,,10,0,1,,,,,0,,,66,0
4943,note_on,,,,,11,0,1,,,,,0,,,73,0
4959,note_on,,,,,16,0,1,,,,,0,,,75,49
4965,note_on,,,,,6,0,1,,,,,0,,,70,37
4974,note_on,,,,,9,0,1,,,,,0,,,70,0
4976,note_on,,,,,2,0,1,,,,,0,,,75,0
4999,note_on,,,,,23,0,1,,,,,0,,,73,47
5022,note_on,,,,,23,0,1,,,,,0,,,73,0
5038,note_on,,,,,16,0,1,,,,,0,,,75,43
5044,note_on,,,,,6,0,1,,,,,0,,,70,36
5055,note_on,,,,,11,0,1,,,,,0,,,70,0
5057,note_on,,,,,2,0,1,,,,,0,,,75,0
5080,note_on,,,,,23,0,1,,,,,0,,,57,61
5083,note_on,,,,,3,0,1,,,,,0,,,73,50
5083,note_on,,,,,0,0,1,,,,,0,,,66,34
5103,note_on,,,,,20,0,1,,,,,0,,,57,0
5113,note_on,,,,,0,0,1,,,,,0,,,73,0
5113,note_on,,,,,10,0,1,,,,,0,,,66,0
5123,note_on,,,,,10,0,1,,,,,0,,,75,53
5130,note_on,,,,,7,0,1,,,,,0,,,61,32
5152,note_on,,,,,22,0,1,,,,,0,,,61,0
5162,note_on,,,,,10,0,1,,,,,0,,,75,0
5162,note_on,,,,,0,0,1,,,,,0,,,41,40
5167,control_change,,,,,5,0,1,,,,,0,64,104,,
5171,control_change,,,,,4,0,1,,,,,0,64,40,,
5175,control_change,,,,,4,0,1,,,,,0,64,0,,
5184,note_on,,,,,9,0,1,,,,,0,,,73,53
5191,note_on,,,,,7,0,1,,,,,0,,,56,60
5195,control_change,,,,,4,0,1,,,,,0,64,88,,
5199,control_change,,,,,4,0,1,,,,,0,64,127,,
5208,note_on,,,,,9,0,1,,,,,0,,,41,0
