tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,note_on,,,,,0,0,2,,,,,1,,,44,109
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,program_change,,,,,0,0,2,,,,,1,0,,,
0,program_change,,,,,0,0,3,,,,,2,0,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,set_tempo,,,,,0,1,0,,500000,,,,,,,
0,time_signature,3,8,96,8,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,1,,,,,,,Db,,
0,key_signature,,,,,0,1,2,,,,,,,Db,,
0,control_change,,,,,0,0,3,,,91,60,2,,,,
0,control_change,,,,,0,0,3,,,0,0,2,,,,
0,control_change,,,,,0,0,2,,,91,59,1,,,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,end_of_track,,,,,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,1,,,91,53,0,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
192,note_on,,,,,0,0,2,,,,,1,,,56,109
192,note_on,,,,,192,0,2,,,,,1,,,60,109
192,note_on,,,,,0,0,2,,,,,1,,,54,109
256,note_off,,,,,64,0,2,,,,,1,,,44,69
320,note_off,,,,,0,0,2,,,,,1,,,56,69
320,note_off,,,,,64,0,2,,,,,1,,,60,69
320,note_off,,,,,0,0,2,,,,,1,,,54,69
384,note_on,,,,,0,0,2,,,,,1,,,56,109
384,note_on,,,,,0,0,2,,,,,1,,,60,109
384,note_on,,,,,384,0,1,,,,,0,,,64,112
384,note_on,,,,,64,0,2,,,,,1,,,54,109
512,note_off,,,,,0,0,2,,,,,1,,,60,69
512,note_off,,,,,0,0,2,,,,,1,,,56,69
512,note_off,,,,,128,0,2,,,,,1,,,54,69
576,note_on,,,,,0,0,2,,,,,1,,,54,109
576,note_on,,,,,0,0,2,,,,,1,,,56,109
576,note_on,,,,,64,0,2,,,,,1,,,60,109
704,note_off,,,,,0,0,2,,,,,1,,,56,69
704,note_off,,,,,0,0,2,,,,,1,,,54,69
704,note_off,,,,,128,0,2,,,,,1,,,60,69
768,note_on,,,,,64,0,2,,,,,1,,,60,109
768,note_on,,,,,0,0,2,,,,,1,,,56,109
768,note_on,,,,,0,0,2,,,,,1,,,54,109
896,note_off,,,,,128,0,2,,,,,1,,,60,69
896,note_off,,,,,0,0,2,,,,,1,,,56,69
896,note_off,,,,,0,0,2,,,,,1,,,54,69
960,note_on,,,,,0,0,2,,,,,1,,,56,109
960,note_on,,,,,0,0,2,,,,,1,,,54,109
960,note_on,,,,,64,0,2,,,,,1,,,60,109
1088,note_off,,,,,0,0,2,,,,,1,,,54,69
1088,note_off,,,,,0,0,2,,,,,1,,,56,69
1088,note_off,,,,,128,0,2,,,,,1,,,60,69
1152,note_on,,,,,64,0,2,,,,,1,,,44,109
1152,note_on,,,,,768,0,1,,,,,0,,,65,112
1344,note_on,,,,,192,0,2,,,,,1,,,60,109
1344,note_on,,,,,0,0,2,,,,,1,,,56,109
1344,note_on,,,,,0,0,2,,,,,1,,,54,109
1408,note_off,,,,,64,0,2,,,,,1,,,44,69
1412,note_off,,,,,260,0,1,,,,,0,,,64,71
1472,note_off,,,,,64,0,2,,,,,1,,,60,69
1472,note_off,,,,,0,0,2,,,,,1,,,54,69
1472,note_off,,,,,0,0,2,,,,,1,,,56,69
1536,note_on,,,,,64,0,2,,,,,1,,,60,109
1536,note_on,,,,,124,0,1,,,,,0,,,70,112
1536,note_on,,,,,0,0,2,,,,,1,,,54,109
1536,note_on,,,,,0,0,2,,,,,1,,,56,109
1664,note_off,,,,,0,0,2,,,,,1,,,56,69
1664,note_off,,,,,0,0,2,,,,,1,,,54,69
1664,note_off,,,,,128,0,2,,,,,1,,,60,69
1728,note_on,,,,,0,0,1,,,,,0,,,70,112
1728,note_on,,,,,0,0,2,,,,,1,,,56,109
1728,note_on,,,,,0,0,2,,,,,1,,,54,109
1728,note_on,,,,,64,0,2,,,,,1,,,60,109
1728,note_on,,,,,192,0,1,,,,,0,,,70,112
1856,note_off,,,,,0,0,2,,,,,1,,,56,69
1856,note_off,,,,,0,0,2,,,,,1,,,54,69
1856,note_off,,,,,128,0,2,,,,,1,,,60,69
1920,note_on,,,,,64,0,2,,,,,1,,,60,109
1920,note_on,,,,,0,0,2,,,,,1,,,54,109
1920,note_on,,,,,0,0,2,,,,,1,,,56,109
1984,note_off,,,,,256,0,1,,,,,0,,,70,71
2048,note_off,,,,,64,0,1,,,,,0,,,70,71
2048,note_off,,,,,0,0,2,,,,,1,,,54,69
2048,note_off,,,,,128,0,2,,,,,1,,,60,69
2048,note_off,,,,,0,0,2,,,,,1,,,56,69
2112,note_on,,,,,64,0,1,,,,,0,,,64,112
2112,note_on,,,,,0,0,2,,,,,1,,,56,109
2112,note_on,,,,,64,0,2,,,,,1,,,60,109
2112,note_on,,,,,0,0,2,,,,,1,,,54,109
2180,note_off,,,,,68,0,1,,,,,0,,,65,71
2240,note_off,,,,,0,0,2,,,,,1,,,54,69
2240,note_off,,,,,60,0,1,,,,,0,,,70,71
2240,note_off,,,,,128,0,2,,,,,1,,,60,69
2240,note_off,,,,,0,0,2,,,,,1,,,56,69
2304,note_on,,,,,64,0,1,,,,,0,,,64,112
2304,note_on,,,,,64,0,2,,,,,1,,,37,109
2496,note_on,,,,,0,0,2,,,,,1,,,56,109
2496,note_on,,,,,0,0,2,,,,,1,,,61,109
2496,note_on,,,,,192,0,2,,,,,1,,,53,109
2560,note_off,,,,,64,0,2,,,,,1,,,37,69
2624,note_off,,,,,320,0,1,,,,,0,,,64,71
2624,note_off,,,,,0,0,2,,,,,1,,,61,69
2624,note_off,,,,,0,0,2,,,,,1,,,56,69
2624,note_off,,,,,64,0,2,,,,,1,,,53,69
2688,note_on,,,,,64,0,1,,,,,0,,,65,112
