tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,text,0,1,1,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,control_change,0,0,2,,,,,,,,,0,7,100,,
0,control_change,0,0,2,,,,,,,,,0,64,0,,
1840,control_change,0,0,1,,,,,,,,,0,91,127,,
1840,control_change,0,0,2,,,,,,,,,0,91,127,,
1840,control_change,1840,0,2,,,,,,,,,0,64,0,,
1840,control_change,1840,0,1,,,,,,,,,0,64,0,,
1860,note_on,20,0,1,,,,,,,,,0,,,63,79
1860,set_tempo,1860,1,0,,,,,,794702,,,,,,,
1910,note_on,50,0,1,,,,,,,,,0,,,63,0
1920,note_on,10,0,1,,,,,,,,,0,,,63,83
1920,set_tempo,60,1,0,,,,,,794702,,,,,,,
3770,note_on,1850,0,1,,,,,,,,,0,,,63,0
3780,note_on,10,0,1,,,,,,,,,0,,,68,74
3780,note_on,1940,0,2,,,,,,,,,0,,,63,64
3780,note_on,0,0,1,,,,,,,,,0,,,60,63
3780,note_on,0,0,1,,,,,,,,,0,,,66,63
3830,note_on,50,0,1,,,,,,,,,0,,,60,0
3830,note_on,50,0,2,,,,,,,,,0,,,63,0
3830,note_on,0,0,1,,,,,,,,,0,,,68,0
3830,note_on,0,0,1,,,,,,,,,0,,,66,0
3840,note_on,10,0,1,,,,,,,,,0,,,60,66
3840,note_on,0,0,1,,,,,,,,,0,,,68,79
3840,note_on,0,0,1,,,,,,,,,0,,,66,66
3840,note_on,10,0,2,,,,,,,,,0,,,63,66
5690,note_on,0,0,1,,,,,,,,,0,,,60,0
5690,note_on,1850,0,2,,,,,,,,,0,,,63,0
5690,note_on,1850,0,1,,,,,,,,,0,,,68,0
5690,note_on,0,0,1,,,,,,,,,0,,,66,0
5700,note_on,0,0,1,,,,,,,,,0,,,59,63
5700,note_on,10,0,2,,,,,,,,,0,,,63,63
5700,note_on,10,0,1,,,,,,,,,0,,,69,74
5700,note_on,0,0,1,,,,,,,,,0,,,66,63
5750,note_on,50,0,1,,,,,,,,,0,,,59,0
5750,note_on,0,0,1,,,,,,,,,0,,,66,0
5750,note_on,0,0,1,,,,,,,,,0,,,69,0
5750,note_on,50,0,2,,,,,,,,,0,,,63,0
5760,note_on,0,0,1,,,,,,,,,0,,,66,65
5760,note_on,0,0,1,,,,,,,,,0,,,59,65
5760,note_on,10,0,1,,,,,,,,,0,,,69,78
5760,note_on,10,0,2,,,,,,,,,0,,,63,65
5760,set_tempo,3840,1,0,,,,,,851064,,,,,,,
6210,note_on,0,0,1,,,,,,,,,0,,,66,0
6210,note_on,450,0,1,,,,,,,,,0,,,59,0
6210,note_on,0,0,1,,,,,,,,,0,,,69,0
6210,note_on,450,0,2,,,,,,,,,0,,,63,0
6240,note_on,0,0,1,,,,,,,,,0,,,66,67
6240,note_on,30,0,1,,,,,,,,,0,,,59,67
6240,note_on,30,0,2,,,,,,,,,0,,,63,69
6240,set_tempo,480,1,0,,,,,,888889,,,,,,,
6240,note_on,0,0,1,,,,,,,,,0,,,69,80
6690,note_on,0,0,1,,,,,,,,,0,,,69,0
6690,note_on,450,0,1,,,,,,,,,0,,,66,0
6690,note_on,0,0,1,,,,,,,,,0,,,59,0
6690,note_on,450,0,2,,,,,,,,,0,,,63,0
6720,set_tempo,480,1,0,,,,,,916031,,,,,,,
6720,note_on,0,0,1,,,,,,,,,0,,,69,83
6720,note_on,30,0,1,,,,,,,,,0,,,65,71
6720,note_on,30,0,2,,,,,,,,,0,,,62,60
6720,note_on,0,0,2,,,,,,,,,0,,,53,60
7170,note_on,450,0,2,,,,,,,,,0,,,53,0
7170,note_on,0,0,1,,,,,,,,,0,,,65,0
7170,note_on,0,0,2,,,,,,,,,0,,,62,0
7170,note_on,450,0,1,,,,,,,,,0,,,69,0
7200,note_on,30,0,1,,,,,,,,,0,,,63,71
7200,note_on,0,0,1,,,,,,,,,0,,,69,83
7200,note_on,0,0,2,,,,,,,,,0,,,60,72
7200,note_on,30,0,2,,,,,,,,,0,,,53,60
7440,set_tempo,720,1,0,,,,,,1121495,,,,,,,
7460,set_tempo,20,1,0,,,,,,1142857,,,,,,,
7480,set_tempo,20,1,0,,,,,,1165049,,,,,,,
7500,set_tempo,20,1,0,,,,,,1188119,,,,,,,
7520,note_on,320,0,1,,,,,,,,,0,,,69,0
7520,note_on,0,0,2,,,,,,,,,0,,,53,0
7520,note_on,320,0,2,,,,,,,,,0,,,60,0
7520,set_tempo,20,1,0,,,,,,1212121,,,,,,,
7520,note_on,0,0,1,,,,,,,,,0,,,63,0
7529,control_change,9,0,2,,,,,,,,,0,64,127,,
7530,note_on,1,0,2,,,,,,,,,0,,,46,73
7540,set_tempo,20,1,0,,,,,,1237113,,,,,,,
7560,note_on,30,0,2,,,,,,,,,0,,,53,65
7560,set_tempo,20,1,0,,,,,,1263158,,,,,,,
7580,set_tempo,20,1,0,,,,,,1290323,,,,,,,
7590,note_on,30,0,2,,,,,,,,,0,,,58,65
7600,set_tempo,20,1,0,,,,,,1318681,,,,,,,
7620,note_on,100,0,1,,,,,,,,,0,,,62,70
7620,set_tempo,20,1,0,,,,,,1348315,,,,,,,
7627,control_change,7,0,1,,,,,,,,,0,64,127,,
7640,set_tempo,20,1,0,,,,,,1379310,,,,,,,
7650,note_on,23,0,1,,,,,,,,,0,,,65,70
7660,set_tempo,20,1,0,,,,,,1411765,,,,,,,
7680,set_tempo,20,1,0,,,,,,1263158,,,,,,,
7680,note_on,30,0,1,,,,,,,,,0,,,70,80
8640,note_on,960,0,1,,,,,,,,,0,,,70,0
8640,note_on,0,0,1,,,,,,,,,0,,,70,41
8640,note_on,0,0,1,,,,,,,,,0,,,74,46
8640,note_on,0,0,1,,,,,,,,,0,,,65,0
8640,set_tempo,960,1,0,,,,,,1818182,,,,,,,
8640,note_on,0,0,1,,,,,,,,,0,,,62,0
8640,note_on,0,0,2,,,,,,,,,0,,,46,0
8640,note_on,1050,0,2,,,,,,,,,0,,,58,0
8640,note_on,0,0,2,,,,,,,,,0,,,53,0
8672,note_on,32,0,1,,,,,,,,,0,,,74,0
8672,note_on,0,0,1,,,,,,,,,0,,,70,0
8674,note_on,0,0,1,,,,,,,,,0,,,65,41
8674,note_on,2,0,1,,,,,,,,,0,,,62,41
8700,set_tempo,60,1,0,,,,,,1791045,,,,,,,
8706,note_on,32,0,1,,,,,,,,,0,,,65,0
8706,note_on,0,0,1,,,,,,,,,0,,,62,0
8708,note_on,2,0,1,,,,,,,,,0,,,70,41
8708,note_on,0,0,1,,,,,,,,,0,,,74,41
8708,note_on,0,0,1,,,,,,,,,0,,,77,46
8740,note_on,32,0,1,,,,,,,,,0,,,77,0
8740,note_on,0,0,1,,,,,,,,,0,,,70,0
8740,note_on,0,0,1,,,,,,,,,0,,,74,0
8742,note_on,0,0,1,,,,,,,,,0,,,65,41
8742,note_on,2,0,1,,,,,,,,,0,,,70,41
8760,set_tempo,60,1,0,,,,,,1764706,,,,,,,
8774,note_on,0,0,1,,,,,,,,,0,,,70,0
8774,note_on,32,0,1,,,,,,,,,0,,,65,0
8776,note_on,0,0,1,,,,,,,,,0,,,77,41
8776,note_on,0,0,1,,,,,,,,,0,,,74,41
8776,note_on,2,0,1,,,,,,,,,0,,,82,46
8808,note_on,0,0,1,,,,,,,,,0,,,82,0
8808,note_on,0,0,1,,,,,,,,,0,,,74,0
8808,note_on,32,0,1,,,,,,,,,0,,,77,0
