tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,channel_prefix,,0,1,5,,,,,,,1,,,,,
0,midi_port,,0,1,7,,,,,,0,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,
0,note_on,,0,0,5,,,,,,,1,,,,56,92
0,note_on,,0,0,5,,,,,,,1,,,,85,42
0,note_on,,0,0,6,,,,,,,2,,,,56,92
0,note_on,,0,0,6,,,,,,,2,,,,85,42
0,program_change,,0,0,5,,,,,,,1,,,0,,
0,program_change,,0,0,6,,,,,,,2,,,1,,
0,set_tempo,342857,0,1,0,,,,,,,,,,,,
0,time_signature,,0,1,0,2,4,24,8,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,
0,track_name,,0,1,4,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,0,,,,,,
0,midi_port,,0,1,5,,,,,,0,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,0,,,,,,
0,end_of_track,,0,1,7,,,,,,,,,,,,
0,key_signature,,0,1,0,,,,,C,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,0,,,,,,
0,end_of_track,,0,1,1,,,,,,,,,,,,
0,end_of_track,,0,1,0,,,,,,,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,
0,control_change,,0,0,6,,,,,,,2,7,127,,,
0,control_change,,0,0,5,,,,,,,1,10,104,,,
0,control_change,,0,0,5,,,,,,,1,7,127,,,
0,channel_prefix,,0,1,6,,,,,,,2,,,,,
0,midi_port,,0,1,1,,,,,,0,,,,,,
0,midi_port,,0,1,2,,,,,,0,,,,,,
0,control_change,,0,0,6,,,,,,,2,10,24,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,
35,note_off,,35,0,5,,,,,,,1,,,,85,0
35,note_off,,35,0,6,,,,,,,2,,,,85,0
105,note_on,,70,0,6,,,,,,,2,,,,73,54
105,note_on,,70,0,5,,,,,,,1,,,,73,54
160,note_off,,55,0,5,,,,,,,1,,,,73,0
160,note_off,,55,0,6,,,,,,,2,,,,73,0
225,note_on,,65,0,6,,,,,,,2,,,,73,72
225,note_on,,65,0,5,,,,,,,1,,,,73,72
285,note_off,,60,0,5,,,,,,,1,,,,73,0
285,note_off,,60,0,6,,,,,,,2,,,,73,0
335,note_on,,50,0,6,,,,,,,2,,,,73,80
335,note_on,,50,0,5,,,,,,,1,,,,73,80
380,note_off,,45,0,5,,,,,,,1,,,,56,0
380,note_off,,45,0,6,,,,,,,2,,,,56,0
400,note_off,,20,0,6,,,,,,,2,,,,73,0
400,note_off,,20,0,5,,,,,,,1,,,,73,0
455,note_on,,55,0,5,,,,,,,1,,,,85,80
455,note_on,,55,0,6,,,,,,,2,,,,85,80
470,note_on,,15,0,6,,,,,,,2,,,,71,80
470,note_on,,15,0,5,,,,,,,1,,,,71,80
480,note_on,,0,0,5,,,,,,,1,,,,65,78
480,note_on,,10,0,6,,,,,,,2,,,,61,78
480,note_on,,10,0,5,,,,,,,1,,,,61,78
480,note_on,,0,0,6,,,,,,,2,,,,65,78
510,note_off,,30,0,5,,,,,,,1,,,,85,0
510,note_off,,30,0,6,,,,,,,2,,,,85,0
555,note_on,,45,0,6,,,,,,,2,,,,73,72
555,note_on,,45,0,5,,,,,,,1,,,,73,72
625,note_off,,70,0,6,,,,,,,2,,,,73,0
625,note_off,,70,0,5,,,,,,,1,,,,73,0
685,note_on,,60,0,5,,,,,,,1,,,,73,64
685,note_on,,60,0,6,,,,,,,2,,,,73,64
730,note_off,,45,0,5,,,,,,,1,,,,73,0
730,note_off,,45,0,6,,,,,,,2,,,,73,0
800,note_on,,70,0,5,,,,,,,1,,,,73,80
800,note_on,,70,0,6,,,,,,,2,,,,73,80
865,note_off,,65,0,6,,,,,,,2,,,,73,0
865,note_off,,65,0,5,,,,,,,1,,,,73,0
870,note_off,,5,0,5,,,,,,,1,,,,71,0
870,note_off,,5,0,6,,,,,,,2,,,,71,0
890,note_off,,20,0,5,,,,,,,1,,,,65,0
890,note_off,,20,0,6,,,,,,,2,,,,65,0
900,note_off,,10,0,5,,,,,,,1,,,,61,0
900,note_off,,10,0,6,,,,,,,2,,,,61,0
925,note_on,,25,0,6,,,,,,,2,,,,49,92
925,note_on,,25,0,5,,,,,,,1,,,,49,92
940,note_on,,15,0,6,,,,,,,2,,,,85,62
940,note_on,,15,0,5,,,,,,,1,,,,85,62
1000,note_off,,60,0,5,,,,,,,1,,,,85,0
1000,note_off,,60,0,6,,,,,,,2,,,,85,0
1045,note_off,,45,0,5,,,,,,,1,,,,49,0
1045,note_off,,45,0,6,,,,,,,2,,,,49,0
1060,note_on,,15,0,6,,,,,,,2,,,,73,80
1060,note_on,,15,0,5,,,,,,,1,,,,73,80
1120,note_off,,60,0,5,,,,,,,1,,,,73,0
1120,note_off,,60,0,6,,,,,,,2,,,,73,0
1175,note_on,,55,0,5,,,,,,,1,,,,69,76
1175,note_on,,55,0,6,,,,,,,2,,,,69,76
1180,note_on,,5,0,5,,,,,,,1,,,,61,72
1180,note_on,,0,0,6,,,,,,,2,,,,65,72
1180,note_on,,5,0,6,,,,,,,2,,,,61,72
1180,note_on,,0,0,5,,,,,,,1,,,,65,72
1190,note_on,,10,0,5,,,,,,,1,,,,73,64
1190,note_on,,10,0,6,,,,,,,2,,,,73,64
1225,note_off,,35,0,5,,,,,,,1,,,,73,0
1225,note_off,,35,0,6,,,,,,,2,,,,73,0
1295,note_on,,70,0,5,,,,,,,1,,,,73,91
1295,note_on,,70,0,6,,,,,,,2,,,,73,91
1305,note_off,,10,0,5,,,,,,,1,,,,65,0
1305,note_off,,10,0,6,,,,,,,2,,,,65,0
1305,note_off,,0,0,6,,,,,,,2,,,,61,0
1305,note_off,,0,0,5,,,,,,,1,,,,61,0
1310,note_off,,5,0,5,,,,,,,1,,,,69,0
1310,note_off,,5,0,6,,,,,,,2,,,,69,0
1365,note_off,,55,0,5,,,,,,,1,,,,73,0
1365,note_off,,55,0,6,,,,,,,2,,,,73,0
1425,note_on,,60,0,6,,,,,,,2,,,,85,61
1425,note_on,,60,0,5,,,,,,,1,,,,85,61
1430,note_on,,5,0,6,,,,,,,2,,,,59,92
1430,note_on,,5,0,5,,,,,,,1,,,,59,92
1460,note_off,,30,0,5,,,,,,,1,,,,85,0
1460,note_off,,30,0,6,,,,,,,2,,,,85,0
1520,note_off,,60,0,6,,,,,,,2,,,,59,0
1520,note_off,,60,0,5,,,,,,,1,,,,59,0
1540,note_on,,20,0,6,,,,,,,2,,,,73,71
1540,note_on,,20,0,5,,,,,,,1,,,,73,71
1620,note_off,,80,0,5,,,,,,,1,,,,73,0
1620,note_off,,80,0,6,,,,,,,2,,,,73,0
1660,note_on,,0,0,5,,,,,,,1,,,,65,84
1660,note_on,,0,0,5,,,,,,,1,,,,68,88
1660,note_on,,0,0,6,,,,,,,2,,,,65,84
1660,note_on,,0,0,6,,,,,,,2,,,,68,88
1660,note_on,,40,0,5,,,,,,,1,,,,73,71
1660,note_on,,40,0,6,,,,,,,2,,,,73,71
1665,note_on,,5,0,6,,,,,,,2,,,,61,72
1665,note_on,,5,0,5,,,,,,,1,,,,61,72
1725,note_off,,60,0,5,,,,,,,1,,,,73,0
1725,note_off,,60,0,6,,,,,,,2,,,,73,0
1740,note_off,,15,0,5,,,,,,,1,,,,65,0
1740,note_off,,15,0,6,,,,,,,2,,,,65,0
1745,note_off,,5,0,5,,,,,,,1,,,,68,0
1745,note_off,,0,0,5,,,,,,,1,,,,61,0
1745,note_off,,5,0,6,,,,,,,2,,,,68,0
1745,note_off,,0,0,6,,,,,,,2,,,,61,0
1770,note_on,,25,0,5,,,,,,,1,,,,73,80
1770,note_on,,25,0,6,,,,,,,2,,,,73,80
1830,note_off,,60,0,5,,,,,,,1,,,,73,0
1830,note_off,,60,0,6,,,,,,,2,,,,73,0
1895,note_on,,65,0,5,,,,,,,1,,,,85,62
1895,note_on,,65,0,6,,,,,,,2,,,,85,62
1910,note_on,,15,0,6,,,,,,,2,,,,54,92
1910,note_on,,15,0,5,,,,,,,1,,,,54,92
1950,note_off,,40,0,5,,,,,,,1,,,,85,0
1950,note_off,,40,0,6,,,,,,,2,,,,85,0
2020,note_on,,70,0,6,,,,,,,2,,,,73,71
2020,note_on,,70,0,5,,,,,,,1,,,,73,71
2085,note_off,,65,0,5,,,,,,,1,,,,73,0
2085,note_off,,65,0,6,,,,,,,2,,,,73,0
2140,note_on,,55,0,6,,,,,,,2,,,,73,59
2140,note_on,,55,0,5,,,,,,,1,,,,73,59
2175,note_off,,35,0,6,,,,,,,2,,,,73,0
2175,note_off,,35,0,5,,,,,,,1,,,,73,0
2250,note_on,,75,0,5,,,,,,,1,,,,73,80
2250,note_on,,75,0,6,,,,,,,2,,,,73,80
2320,note_off,,70,0,6,,,,,,,2,,,,73,0
2320,note_off,,70,0,5,,,,,,,1,,,,73,0
2390,note_on,,0,0,5,,,,,,,1,,,,85,61
2390,note_on,,70,0,6,,,,,,,2,,,,69,88
2390,note_on,,0,0,6,,,,,,,2,,,,85,61
2390,note_on,,0,0,6,,,,,,,2,,,,66,72
2390,note_on,,70,0,5,,,,,,,1,,,,69,88
2390,note_on,,0,0,6,,,,,,,2,,,,61,80
2390,note_on,,0,0,5,,,,,,,1,,,,66,72
2390,note_on,,0,0,5,,,,,,,1,,,,61,80
2425,note_off,,35,0,5,,,,,,,1,,,,54,0
2425,note_off,,35,0,6,,,,,,,2,,,,54,0
2435,note_off,,10,0,5,,,,,,,1,,,,85,0
2435,note_off,,10,0,6,,,,,,,2,,,,85,0
2510,note_on,,75,0,5,,,,,,,1,,,,73,71
2510,note_on,,75,0,6,,,,,,,2,,,,73,71
2580,note_off,,70,0,5,,,,,,,1,,,,73,0
2580,note_off,,70,0,6,,,,,,,2,,,,73,0
2635,note_on,,55,0,5,,,,,,,1,,,,73,72
2635,note_on,,55,0,6,,,,,,,2,,,,73,72
2680,note_off,,45,0,5,,,,,,,1,,,,73,0
2680,note_off,,45,0,6,,,,,,,2,,,,73,0
2745,note_on,,65,0,5,,,,,,,1,,,,73,80
2745,note_on,,65,0,6,,,,,,,2,,,,73,80
2750,note_off,,5,0,6,,,,,,,2,,,,69,0
2750,note_off,,5,0,5,,,,,,,1,,,,69,0
2760,note_off,,10,0,6,,,,,,,2,,,,66,0
2760,note_off,,10,0,5,,,,,,,1,,,,66,0
2765,note_off,,5,0,5,,,,,,,1,,,,61,0
2765,note_off,,5,0,6,,,,,,,2,,,,61,0
2805,note_off,,40,0,5,,,,,,,1,,,,73,0
2805,note_off,,40,0,6,,,,,,,2,,,,73,0
2875,note_on,,70,0,5,,,,,,,1,,,,85,61
2875,note_on,,70,0,6,,,,,,,2,,,,85,61
2890,note_on,,15,0,6,,,,,,,2,,,,49,80
2890,note_on,,15,0,5,,,,,,,1,,,,49,80
2910,note_off,,20,0,6,,,,,,,2,,,,85,0
2910,note_off,,20,0,5,,,,,,,1,,,,85,0
2990,note_on,,80,0,5,,,,,,,1,,,,73,71
2990,note_on,,80,0,6,,,,,,,2,,,,73,71
2995,note_off,,5,0,5,,,,,,,1,,,,49,0
2995,note_off,,5,0,6,,,,,,,2,,,,49,0
3055,note_off,,60,0,6,,,,,,,2,,,,73,0
3055,note_off,,60,0,5,,,,,,,1,,,,73,0
3100,note_on,,45,0,5,,,,,,,1,,,,61,76
3100,note_on,,45,0,6,,,,,,,2,,,,61,76
3105,note_on,,5,0,5,,,,,,,1,,,,68,80
3105,note_on,,5,0,6,,,,,,,2,,,,68,80
3110,note_on,,5,0,6,,,,,,,2,,,,57,72
3110,note_on,,5,0,5,,,,,,,1,,,,57,72
3125,note_on,,15,0,5,,,,,,,1,,,,73,54
3125,note_on,,15,0,6,,,,,,,2,,,,73,54
3160,note_off,,35,0,5,,,,,,,1,,,,73,0
3160,note_off,,35,0,6,,,,,,,2,,,,73,0
3180,note_off,,20,0,6,,,,,,,2,,,,57,0
3180,note_off,,20,0,5,,,,,,,1,,,,57,0
3190,note_off,,0,0,5,,,,,,,1,,,,61,0
3190,note_off,,10,0,5,,,,,,,1,,,,68,0
3190,note_off,,0,0,6,,,,,,,2,,,,61,0
3190,note_off,,10,0,6,,,,,,,2,,,,68,0
3225,note_on,,35,0,5,,,,,,,1,,,,73,80
3225,note_on,,35,0,6,,,,,,,2,,,,73,80
3295,note_off,,70,0,5,,,,,,,1,,,,73,0
3295,note_off,,70,0,6,,,,,,,2,,,,73,0
3345,note_on,,50,0,6,,,,,,,2,,,,54,80
3345,note_on,,50,0,5,,,,,,,1,,,,54,80
3360,note_on,,15,0,6,,,,,,,2,,,,85,50
3360,note_on,,15,0,5,,,,,,,1,,,,85,50
3390,note_off,,30,0,6,,,,,,,2,,,,85,0
3390,note_off,,30,0,5,,,,,,,1,,,,85,0
3435,note_off,,45,0,6,,,,,,,2,,,,54,0
3435,note_off,,45,0,5,,,,,,,1,,,,54,0
3465,note_on,,30,0,6,,,,,,,2,,,,73,80
3465,note_on,,30,0,5,,,,,,,1,,,,73,80
3525,note_off,,60,0,5,,,,,,,1,,,,73,0
3525,note_off,,60,0,6,,,,,,,2,,,,73,0
3590,note_on,,0,0,6,,,,,,,2,,,,66,72
3590,note_on,,65,0,5,,,,,,,1,,,,61,76
3590,note_on,,0,0,5,,,,,,,1,,,,66,72
3590,note_on,,65,0,6,,,,,,,2,,,,61,76
3595,note_on,,5,0,5,,,,,,,1,,,,73,64
3595,note_on,,0,0,6,,,,,,,2,,,,57,64
3595,note_on,,5,0,6,,,,,,,2,,,,73,64
3595,note_on,,0,0,5,,,,,,,1,,,,57,64
3625,note_off,,30,0,5,,,,,,,1,,,,73,0
3625,note_off,,30,0,6,,,,,,,2,,,,73,0
3640,note_off,,15,0,6,,,,,,,2,,,,57,0
3640,note_off,,15,0,5,,,,,,,1,,,,57,0
3655,note_off,,15,0,6,,,,,,,2,,,,61,0
3655,note_off,,15,0,5,,,,,,,1,,,,61,0
3670,note_off,,15,0,6,,,,,,,2,,,,66,0
3670,note_off,,15,0,5,,,,,,,1,,,,66,0
3700,note_on,,30,0,6,,,,,,,2,,,,73,80
3700,note_on,,30,0,5,,,,,,,1,,,,73,80
3760,note_off,,60,0,5,,,,,,,1,,,,73,0
3760,note_off,,60,0,6,,,,,,,2,,,,73,0
3825,note_on,,65,0,5,,,,,,,1,,,,85,61
3825,note_on,,65,0,6,,,,,,,2,,,,85,61
3845,note_on,,20,0,6,,,,,,,2,,,,56,92
3845,note_on,,20,0,5,,,,,,,1,,,,56,92
3870,note_off,,25,0,6,,,,,,,2,,,,85,0
3870,note_off,,25,0,5,,,,,,,1,,,,85,0
3935,note_on,,65,0,5,,,,,,,1,,,,73,80
3935,note_on,,65,0,6,,,,,,,2,,,,73,80
4000,note_off,,65,0,5,,,,,,,1,,,,73,0
4000,note_off,,65,0,6,,,,,,,2,,,,73,0
4005,note_off,,5,0,6,,,,,,,2,,,,56,0
4005,note_off,,5,0,5,,,,,,,1,,,,56,0
4065,note_on,,60,0,6,,,,,,,2,,,,73,64
4065,note_on,,60,0,5,,,,,,,1,,,,73,64
4105,note_off,,40,0,6,,,,,,,2,,,,73,0
4105,note_off,,40,0,5,,,,,,,1,,,,73,0
4170,note_on,,65,0,5,,,,,,,1,,,,73,92
4170,note_on,,65,0,6,,,,,,,2,,,,73,92
4245,note_off,,75,0,6,,,,,,,2,,,,73,0
4245,note_off,,75,0,5,,,,,,,1,,,,73,0
4305,note_on,,60,0,6,,,,,,,2,,,,85,61
4305,note_on,,60,0,5,,,,,,,1,,,,85,61
4320,note_on,,15,0,6,,,,,,,2,,,,71,84
4320,note_on,,0,0,6,,,,,,,2,,,,65,80
4320,note_on,,15,0,5,,,,,,,1,,,,71,84
4320,note_on,,0,0,5,,,,,,,1,,,,65,80
4325,note_on,,5,0,5,,,,,,,1,,,,61,70
4325,note_on,,5,0,6,,,,,,,2,,,,61,70
4345,note_off,,20,0,6,,,,,,,2,,,,85,0
4345,note_off,,20,0,5,,,,,,,1,,,,85,0
4415,note_on,,70,0,5,,,,,,,1,,,,73,72
4415,note_on,,70,0,6,,,,,,,2,,,,73,72
4490,note_off,,75,0,6,,,,,,,2,,,,73,0
4490,note_off,,75,0,5,,,,,,,1,,,,73,0
4545,note_on,,55,0,5,,,,,,,1,,,,73,64
4545,note_on,,55,0,6,,,,,,,2,,,,73,64
4590,note_off,,45,0,6,,,,,,,2,,,,73,0
4590,note_off,,45,0,5,,,,,,,1,,,,73,0
4655,note_on,,65,0,5,,,,,,,1,,,,73,92
4655,note_on,,65,0,6,,,,,,,2,,,,73,92
4720,note_off,,65,0,6,,,,,,,2,,,,73,0
4720,note_off,,65,0,5,,,,,,,1,,,,73,0
4725,note_off,,5,0,5,,,,,,,1,,,,71,0
4725,note_off,,5,0,6,,,,,,,2,,,,71,0
4745,note_off,,20,0,5,,,,,,,1,,,,65,0
4745,note_off,,20,0,6,,,,,,,2,,,,65,0
4755,note_off,,10,0,6,,,,,,,2,,,,61,0
4755,note_off,,10,0,5,,,,,,,1,,,,61,0
4780,note_on,,25,0,6,,,,,,,2,,,,49,80
4780,note_on,,25,0,5,,,,,,,1,,,,49,80
4785,note_on,,5,0,6,,,,,,,2,,,,85,61
4785,note_on,,5,0,5,,,,,,,1,,,,85,61
4840,note_off,,55,0,5,,,,,,,1,,,,85,0
4840,note_off,,55,0,6,,,,,,,2,,,,85,0
4875,note_off,,35,0,5,,,,,,,1,,,,49,0
4875,note_off,,35,0,6,,,,,,,2,,,,49,0
4890,note_on,,15,0,6,,,,,,,2,,,,73,72
4890,note_on,,15,0,5,,,,,,,1,,,,73,72
4960,note_off,,70,0,6,,,,,,,2,,,,73,0
4960,note_off,,70,0,5,,,,,,,1,,,,73,0
5015,note_on,,0,0,5,,,,,,,1,,,,69,76
5015,note_on,,0,0,5,,,,,,,1,,,,65,72
5015,note_on,,55,0,6,,,,,,,2,,,,61,76
5015,note_on,,55,0,5,,,,,,,1,,,,61,76
5015,note_on,,0,0,6,,,,,,,2,,,,69,76
5015,note_on,,0,0,6,,,,,,,2,,,,65,72
5030,note_on,,15,0,5,,,,,,,1,,,,73,71
5030,note_on,,15,0,6,,,,,,,2,,,,73,71
5060,note_off,,30,0,6,,,,,,,2,,,,73,0
5060,note_off,,30,0,5,,,,,,,1,,,,73,0
5100,note_off,,0,0,6,,,,,,,2,,,,61,0
5100,note_off,,0,0,5,,,,,,,1,,,,61,0
5100,note_off,,0,0,6,,,,,,,2,,,,69,0
5100,note_off,,40,0,5,,,,,,,1,,,,65,0
5100,note_off,,0,0,5,,,,,,,1,,,,69,0
5100,note_off,,40,0,6,,,,,,,2,,,,65,0
5135,note_on,,35,0,5,,,,,,,1,,,,73,80
5135,note_on,,35,0,6,,,,,,,2,,,,73,80
5205,note_off,,70,0,6,,,,,,,2,,,,73,0
5205,note_off,,70,0,5,,,,,,,1,,,,73,0
5250,note_on,,45,0,5,,,,,,,1,,,,59,80
5250,note_on,,45,0,6,,,,,,,2,,,,59,80
5270,note_on,,20,0,6,,,,,,,2,,,,85,50
5270,note_on,,20,0,5,,,,,,,1,,,,85,50
5320,note_off,,50,0,5,,,,,,,1,,,,85,0
5320,note_off,,50,0,6,,,,,,,2,,,,85,0
5330,note_off,,10,0,5,,,,,,,1,,,,59,0
5330,note_off,,10,0,6,,,,,,,2,,,,59,0
5375,note_on,,45,0,6,,,,,,,2,,,,73,80
5375,note_on,,45,0,5,,,,,,,1,,,,73,80
5435,note_off,,60,0,6,,,,,,,2,,,,73,0
5435,note_off,,60,0,5,,,,,,,1,,,,73,0
5485,note_on,,50,0,6,,,,,,,2,,,,68,70
5485,note_on,,50,0,5,,,,,,,1,,,,68,70
5490,note_on,,5,0,5,,,,,,,1,,,,61,78
5490,note_on,,5,0,6,,,,,,,2,,,,61,78
5505,note_on,,0,0,6,,,,,,,2,,,,65,59
5505,note_on,,15,0,6,,,,,,,2,,,,73,71
5505,note_on,,0,0,5,,,,,,,1,,,,65,59
5505,note_on,,15,0,5,,,,,,,1,,,,73,71
5540,note_off,,35,0,5,,,,,,,1,,,,73,0
5540,note_off,,35,0,6,,,,,,,2,,,,73,0
5565,note_off,,25,0,6,,,,,,,2,,,,65,0
5565,note_off,,25,0,5,,,,,,,1,,,,65,0
5570,note_off,,5,0,6,,,,,,,2,,,,68,0
5570,note_off,,5,0,5,,,,,,,1,,,,68,0
5575,note_off,,5,0,5,,,,,,,1,,,,61,0
5575,note_off,,5,0,6,,,,,,,2,,,,61,0
5615,note_on,,40,0,5,,,,,,,1,,,,73,91
5615,note_on,,40,0,6,,,,,,,2,,,,73,91
5690,note_off,,75,0,6,,,,,,,2,,,,73,0
5690,note_off,,75,0,5,,,,,,,1,,,,73,0
5725,note_on,,35,0,6,,,,,,,2,,,,54,92
5725,note_on,,35,0,5,,,,,,,1,,,,54,92
5750,note_on,,25,0,5,,,,,,,1,,,,85,62
5750,note_on,,25,0,6,,,,,,,2,,,,85,62
5805,note_off,,55,0,5,,,,,,,1,,,,85,0
5805,note_off,,55,0,6,,,,,,,2,,,,85,0
5810,note_off,,5,0,6,,,,,,,2,,,,54,0
5810,note_off,,5,0,5,,,,,,,1,,,,54,0
5860,note_on,,50,0,6,,,,,,,2,,,,73,80
5860,note_on,,50,0,5,,,,,,,1,,,,73,80
5915,note_off,,55,0,6,,,,,,,2,,,,73,0
5915,note_off,,55,0,5,,,,,,,1,,,,73,0
5985,note_on,,70,0,6,,,,,,,2,,,,73,71
5985,note_on,,70,0,5,,,,,,,1,,,,73,71
6025,note_off,,40,0,5,,,,,,,1,,,,73,0
6025,note_off,,40,0,6,,,,,,,2,,,,73,0
6085,note_on,,60,0,5,,,,,,,1,,,,73,91
6085,note_on,,60,0,6,,,,,,,2,,,,73,91
6160,note_off,,75,0,6,,,,,,,2,,,,73,0
6160,note_off,,75,0,5,,,,,,,1,,,,73,0
6200,note_on,,40,0,5,,,,,,,1,,,,69,76
6200,note_on,,40,0,6,,,,,,,2,,,,69,76
6205,note_on,,5,0,5,,,,,,,1,,,,66,72
6205,note_on,,5,0,6,,,,,,,2,,,,66,72
6210,note_on,,5,0,5,,,,,,,1,,,,61,72
6210,note_on,,5,0,6,,,,,,,2,,,,61,72
6225,note_on,,15,0,5,,,,,,,1,,,,85,61
6225,note_on,,15,0,6,,,,,,,2,,,,85,61
6280,note_off,,55,0,5,,,,,,,1,,,,85,0
6280,note_off,,55,0,6,,,,,,,2,,,,85,0
6335,note_on,,55,0,5,,,,,,,1,,,,73,80
6335,note_on,,55,0,6,,,,,,,2,,,,73,80
6400,note_off,,65,0,5,,,,,,,1,,,,73,0
6400,note_off,,65,0,6,,,,,,,2,,,,73,0
6470,note_on,,70,0,5,,,,,,,1,,,,73,64
6470,note_on,,70,0,6,,,,,,,2,,,,73,64
6505,note_off,,35,0,6,,,,,,,2,,,,73,0
6505,note_off,,35,0,5,,,,,,,1,,,,73,0
6510,note_off,,5,0,5,,,,,,,1,,,,69,0
6510,note_off,,5,0,6,,,,,,,2,,,,69,0
6530,note_off,,0,0,6,,,,,,,2,,,,61,0
6530,note_off,,0,0,5,,,,,,,1,,,,61,0
6530,note_off,,20,0,6,,,,,,,2,,,,66,0
6530,note_off,,20,0,5,,,,,,,1,,,,66,0
6575,note_on,,45,0,6,,,,,,,2,,,,73,91
6575,note_on,,45,0,5,,,,,,,1,,,,73,91
6650,note_off,,75,0,6,,,,,,,2,,,,73,0
6650,note_off,,75,0,5,,,,,,,1,,,,73,0
6710,note_on,,60,0,6,,,,,,,2,,,,49,80
6710,note_on,,60,0,5,,,,,,,1,,,,49,80
6720,note_on,,10,0,6,,,,,,,2,,,,85,61
6720,note_on,,10,0,5,,,,,,,1,,,,85,61
6775,note_off,,55,0,6,,,,,,,2,,,,85,0
6775,note_off,,55,0,5,,,,,,,1,,,,85,0
6790,note_off,,15,0,5,,,,,,,1,,,,49,0
6790,note_off,,15,0,6,,,,,,,2,,,,49,0
6820,note_on,,30,0,6,,,,,,,2,,,,73,80
6820,note_on,,30,0,5,,,,,,,1,,,,73,80
6885,note_off,,65,0,6,,,,,,,2,,,,73,0
6885,note_off,,65,0,5,,,,,,,1,,,,73,0
6940,note_on,,55,0,6,,,,,,,2,,,,73,64
6940,note_on,,55,0,5,,,,,,,1,,,,73,64
6950,note_on,,10,0,6,,,,,,,2,,,,61,77
6950,note_on,,10,0,5,,,,,,,1,,,,61,77
6955,note_on,,0,0,6,,,,,,,2,,,,57,72
6955,note_on,,5,0,5,,,,,,,1,,,,68,84
6955,note_on,,0,0,5,,,,,,,1,,,,57,72
6955,note_on,,5,0,6,,,,,,,2,,,,68,84
6980,note_off,,25,0,5,,,,,,,1,,,,73,0
6980,note_off,,25,0,6,,,,,,,2,,,,73,0
7025,note_off,,45,0,6,,,,,,,2,,,,57,0
7025,note_off,,45,0,5,,,,,,,1,,,,57,0
7030,note_off,,5,0,6,,,,,,,2,,,,61,0
7030,note_off,,5,0,5,,,,,,,1,,,,61,0
7035,note_off,,5,0,6,,,,,,,2,,,,68,0
7035,note_off,,5,0,5,,,,,,,1,,,,68,0
7055,note_on,,20,0,5,,,,,,,1,,,,73,91
7055,note_on,,20,0,6,,,,,,,2,,,,73,91
7145,note_off,,90,0,6,,,,,,,2,,,,73,0
7145,note_off,,90,0,5,,,,,,,1,,,,73,0
7185,note_on,,40,0,5,,,,,,,1,,,,54,72
7185,note_on,,40,0,6,,,,,,,2,,,,54,72
7195,note_on,,10,0,5,,,,,,,1,,,,85,50
7195,note_on,,10,0,6,,,,,,,2,,,,85,50
7225,note_off,,30,0,5,,,,,,,1,,,,85,0
7225,note_off,,30,0,6,,,,,,,2,,,,85,0
7265,note_off,,40,0,5,,,,,,,1,,,,54,0
7265,note_off,,40,0,6,,,,,,,2,,,,54,0
7295,note_on,,30,0,6,,,,,,,2,,,,73,92
7295,note_on,,30,0,5,,,,,,,1,,,,73,92
7360,note_off,,65,0,5,,,,,,,1,,,,73,0
7360,note_off,,65,0,6,,,,,,,2,,,,73,0
7420,note_on,,0,0,5,,,,,,,1,,,,61,84
7420,note_on,,60,0,5,,,,,,,1,,,,66,77
7420,note_on,,0,0,6,,,,,,,2,,,,61,84
7420,note_on,,60,0,6,,,,,,,2,,,,66,77
7425,note_on,,5,0,5,,,,,,,1,,,,73,54
7425,note_on,,5,0,6,,,,,,,2,,,,73,54
7430,note_on,,5,0,5,,,,,,,1,,,,57,60
7430,note_on,,5,0,6,,,,,,,2,,,,57,60
7460,note_off,,30,0,5,,,,,,,1,,,,73,0
7460,note_off,,30,0,6,,,,,,,2,,,,73,0
7480,note_off,,20,0,5,,,,,,,1,,,,57,0
7480,note_off,,20,0,6,,,,,,,2,,,,57,0
7490,note_off,,10,0,5,,,,,,,1,,,,61,0
7490,note_off,,10,0,6,,,,,,,2,,,,61,0
7500,note_off,,10,0,6,,,,,,,2,,,,66,0
7500,note_off,,10,0,5,,,,,,,1,,,,66,0
7530,note_on,,30,0,6,,,,,,,2,,,,73,80
7530,note_on,,30,0,5,,,,,,,1,,,,73,80
7605,note_off,,75,0,6,,,,,,,2,,,,73,0
7605,note_off,,75,0,5,,,,,,,1,,,,73,0
7665,note_on,,60,0,5,,,,,,,1,,,,56,92
7665,note_on,,60,0,6,,,,,,,2,,,,56,92
7675,note_on,,10,0,6,,,,,,,2,,,,85,61
7675,note_on,,10,0,5,,,,,,,1,,,,85,61
7745,note_off,,70,0,5,,,,,,,1,,,,85,0
