tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,note_on,,,,,0,0,2,,,,,1,,,41,127
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,program_change,,,,,0,0,2,,,,,1,0,,,
0,program_change,,,,,0,0,3,,,,,2,0,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,set_tempo,,,,,0,1,0,,500000,,,,,,,
0,time_signature,3,8,96,8,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,1,,,,,,,Bb,,
0,key_signature,,,,,0,1,2,,,,,,,Bb,,
0,control_change,,,,,0,0,3,,,91,57,2,,,,
0,control_change,,,,,0,0,3,,,0,0,2,,,,
0,control_change,,,,,0,0,2,,,91,59,1,,,,
0,control_change,,,,,0,0,1,,,91,54,0,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
64,note_off,,,,,64,0,2,,,,,1,,,41,81
96,note_on,,,,,32,0,2,,,,,1,,,46,127
160,note_off,,,,,64,0,2,,,,,1,,,46,81
192,note_on,,,,,192,0,1,,,,,0,,,53,125
192,note_on,,,,,32,0,2,,,,,1,,,41,127
256,note_off,,,,,64,0,2,,,,,1,,,41,81
288,note_on,,,,,32,0,2,,,,,1,,,46,127
320,note_off,,,,,128,0,1,,,,,0,,,53,80
352,note_off,,,,,64,0,2,,,,,1,,,46,81
384,note_on,,,,,64,0,1,,,,,0,,,58,125
384,note_on,,,,,32,0,2,,,,,1,,,41,127
448,note_off,,,,,64,0,2,,,,,1,,,41,81
480,note_on,,,,,32,0,2,,,,,1,,,46,127
512,note_off,,,,,128,0,1,,,,,0,,,58,80
544,note_off,,,,,64,0,2,,,,,1,,,46,81
576,note_on,,,,,32,0,2,,,,,1,,,41,127
576,note_on,,,,,64,0,1,,,,,0,,,65,125
640,note_off,,,,,64,0,2,,,,,1,,,41,81
672,note_on,,,,,32,0,2,,,,,1,,,46,127
736,note_off,,,,,64,0,2,,,,,1,,,46,81
768,note_on,,,,,32,0,2,,,,,1,,,41,127
832,note_off,,,,,256,0,1,,,,,0,,,65,80
832,note_off,,,,,64,0,2,,,,,1,,,41,81
864,note_on,,,,,32,0,2,,,,,1,,,46,127
928,note_off,,,,,64,0,2,,,,,1,,,46,81
960,note_on,,,,,32,0,2,,,,,1,,,41,127
960,note_on,,,,,128,0,1,,,,,0,,,62,125
1024,note_off,,,,,64,0,2,,,,,1,,,41,81
1056,note_on,,,,,32,0,2,,,,,1,,,46,127
1088,note_off,,,,,128,0,1,,,,,0,,,62,80
1120,note_off,,,,,64,0,2,,,,,1,,,46,81
1152,note_on,,,,,64,0,1,,,,,0,,,60,125
1152,note_on,,,,,32,0,2,,,,,1,,,41,127
1216,note_off,,,,,64,0,2,,,,,1,,,41,81
1216,note_off,,,,,64,0,1,,,,,0,,,60,80
1248,note_on,,,,,32,0,1,,,,,0,,,62,125
1248,note_on,,,,,32,0,2,,,,,1,,,46,127
1312,note_off,,,,,64,0,2,,,,,1,,,46,81
1312,note_off,,,,,64,0,1,,,,,0,,,62,80
1344,note_on,,,,,32,0,1,,,,,0,,,60,125
1344,note_on,,,,,32,0,2,,,,,1,,,41,127
1408,note_off,,,,,64,0,2,,,,,1,,,41,81
1440,note_on,,,,,32,0,2,,,,,1,,,46,127
1472,note_off,,,,,128,0,1,,,,,0,,,60,80
1504,note_off,,,,,64,0,2,,,,,1,,,46,81
1536,note_on,,,,,32,0,2,,,,,1,,,41,127
1536,note_on,,,,,64,0,1,,,,,0,,,58,125
1600,note_off,,,,,64,0,2,,,,,1,,,41,81
1632,note_on,,,,,32,0,2,,,,,1,,,46,127
1664,note_off,,,,,128,0,1,,,,,0,,,58,80
1696,note_off,,,,,64,0,2,,,,,1,,,46,81
1728,note_on,,,,,64,0,1,,,,,0,,,57,125
1728,note_on,,,,,32,0,2,,,,,1,,,41,127
1792,note_off,,,,,64,0,2,,,,,1,,,41,81
1792,note_off,,,,,64,0,1,,,,,0,,,57,80
1824,note_on,,,,,32,0,1,,,,,0,,,58,125
1824,note_on,,,,,32,0,2,,,,,1,,,46,127
1888,note_off,,,,,64,0,2,,,,,1,,,46,81
1888,note_off,,,,,64,0,1,,,,,0,,,58,80
1920,note_on,,,,,32,0,1,,,,,0,,,57,125
1920,note_on,,,,,32,0,2,,,,,1,,,41,127
1984,note_off,,,,,64,0,2,,,,,1,,,41,81
2016,note_on,,,,,32,0,2,,,,,1,,,46,127
2048,note_off,,,,,128,0,1,,,,,0,,,57,80
2080,note_off,,,,,64,0,2,,,,,1,,,46,81
2112,note_on,,,,,32,0,2,,,,,1,,,41,127
2112,note_on,,,,,64,0,1,,,,,0,,,55,125
2176,note_off,,,,,64,0,2,,,,,1,,,41,81
2208,note_on,,,,,32,0,2,,,,,1,,,46,127
2240,note_off,,,,,128,0,1,,,,,0,,,55,80
2272,note_off,,,,,64,0,2,,,,,1,,,46,81
2304,note_on,,,,,64,0,1,,,,,0,,,54,125
2304,note_on,,,,,32,0,2,,,,,1,,,41,127
2368,note_off,,,,,64,0,2,,,,,1,,,41,81
2400,note_on,,,,,32,0,2,,,,,1,,,46,127
2432,note_off,,,,,128,0,1,,,,,0,,,54,80
2464,note_off,,,,,64,0,2,,,,,1,,,46,81
2496,note_on,,,,,32,0,2,,,,,1,,,41,127
2496,note_on,,,,,64,0,1,,,,,0,,,57,125
2560,note_off,,,,,64,0,2,,,,,1,,,41,81
2592,note_on,,,,,32,0,2,,,,,1,,,46,127
2624,note_off,,,,,128,0,1,,,,,0,,,57,80
2656,note_off,,,,,64,0,2,,,,,1,,,46,81
2688,note_on,,,,,32,0,2,,,,,1,,,41,127
2688,note_on,,,,,64,0,1,,,,,0,,,55,125
2752,note_off,,,,,64,0,2,,,,,1,,,41,81
