tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,track_name,0,1,1,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,
0,program_change,0,0,3,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,10,62,,
0,control_change,0,0,2,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,0,10,62,,
0,control_change,0,0,2,,,,,,,,0,10,62,,
900,note_on,900,0,3,,,,,,,,0,,,52,80
900,note_on,0,0,3,,,,,,,,0,,,64,80
948,note_on,48,0,3,,,,,,,,0,,,64,0
948,note_on,0,0,3,,,,,,,,0,,,52,0
960,note_on,12,0,3,,,,,,,,0,,,52,80
960,note_on,0,0,3,,,,,,,,0,,,64,80
977,control_change,17,0,3,,,,,,,,0,64,127,,
1152,note_on,175,0,3,,,,,,,,0,,,64,0
1152,note_on,0,0,3,,,,,,,,0,,,52,0
1200,note_on,0,0,3,,,,,,,,0,,,31,80
1200,note_on,0,0,3,,,,,,,,0,,,40,80
1200,note_on,0,0,3,,,,,,,,0,,,46,80
1200,note_on,0,0,3,,,,,,,,0,,,49,80
1200,note_on,0,0,3,,,,,,,,0,,,52,80
1200,note_on,48,0,3,,,,,,,,0,,,43,80
1392,note_on,192,0,3,,,,,,,,0,,,46,0
1392,note_on,0,0,3,,,,,,,,0,,,52,0
1392,note_on,0,0,3,,,,,,,,0,,,49,0
1392,note_on,0,0,3,,,,,,,,0,,,43,0
1392,note_on,0,0,3,,,,,,,,0,,,31,0
1392,note_on,0,0,3,,,,,,,,0,,,40,0
1440,note_on,0,0,3,,,,,,,,0,,,64,80
1440,note_on,0,0,3,,,,,,,,0,,,76,80
1440,note_on,0,0,3,,,,,,,,0,,,88,80
1440,note_on,48,0,3,,,,,,,,0,,,52,80
1632,note_on,192,0,3,,,,,,,,0,,,76,0
1632,note_on,0,0,3,,,,,,,,0,,,64,0
1632,note_on,0,0,3,,,,,,,,0,,,88,0
1632,note_on,0,0,3,,,,,,,,0,,,52,0
1680,note_on,48,0,3,,,,,,,,0,,,61,80
1680,note_on,0,0,3,,,,,,,,0,,,64,80
1680,note_on,0,0,3,,,,,,,,0,,,52,80
1680,note_on,0,0,3,,,,,,,,0,,,43,80
1680,note_on,0,0,3,,,,,,,,0,,,55,80
1680,note_on,0,0,3,,,,,,,,0,,,58,80
1849,note_on,0,0,3,,,,,,,,0,,,43,0
1849,note_on,0,0,3,,,,,,,,0,,,52,0
1849,note_on,169,0,3,,,,,,,,0,,,55,0
1860,note_on,11,0,3,,,,,,,,0,,,67,80
1872,note_on,12,0,3,,,,,,,,0,,,61,0
1872,note_on,0,0,3,,,,,,,,0,,,64,0
1872,note_on,0,0,3,,,,,,,,0,,,58,0
1920,note_on,48,0,3,,,,,,,,0,,,76,80
1920,note_on,0,0,3,,,,,,,,0,,,100,80
1920,note_on,0,0,3,,,,,,,,0,,,88,80
1920,note_on,0,0,3,,,,,,,,0,,,82,80
1920,note_on,0,0,3,,,,,,,,0,,,73,80
2112,note_on,0,0,3,,,,,,,,0,,,82,0
2112,note_on,0,0,3,,,,,,,,0,,,67,0
2112,note_on,192,0,3,,,,,,,,0,,,73,0
2112,note_on,0,0,3,,,,,,,,0,,,76,0
2160,set_tempo,2160,1,0,,,,,,498712,,,,,,
2184,note_on,72,0,3,,,,,,,,0,,,88,0
2184,note_on,0,0,3,,,,,,,,0,,,100,0
2190,note_on,6,0,3,,,,,,,,0,,,99,80
2214,note_on,24,0,3,,,,,,,,0,,,99,0
2220,note_on,6,0,3,,,,,,,,0,,,97,80
2244,note_on,24,0,3,,,,,,,,0,,,97,0
2250,note_on,6,0,3,,,,,,,,0,,,94,80
2274,note_on,24,0,3,,,,,,,,0,,,94,0
2280,note_on,6,0,3,,,,,,,,0,,,88,80
2304,note_on,24,0,3,,,,,,,,0,,,88,0
2310,note_on,6,0,3,,,,,,,,0,,,87,80
2334,note_on,24,0,3,,,,,,,,0,,,87,0
2340,note_on,6,0,3,,,,,,,,0,,,85,80
2364,note_on,24,0,3,,,,,,,,0,,,85,0
2370,note_on,6,0,3,,,,,,,,0,,,82,80
2394,note_on,24,0,3,,,,,,,,0,,,82,0
2400,note_on,6,0,3,,,,,,,,0,,,76,80
2424,note_on,24,0,3,,,,,,,,0,,,76,0
2430,note_on,6,0,3,,,,,,,,0,,,75,80
2454,note_on,24,0,3,,,,,,,,0,,,75,0
2460,note_on,6,0,3,,,,,,,,0,,,73,80
2484,note_on,24,0,3,,,,,,,,0,,,73,0
2490,note_on,6,0,3,,,,,,,,0,,,70,80
2514,note_on,24,0,3,,,,,,,,0,,,70,0
2520,note_on,6,0,3,,,,,,,,0,,,64,80
2544,note_on,24,0,3,,,,,,,,0,,,64,0
2550,note_on,6,0,3,,,,,,,,0,,,63,80
2574,note_on,24,0,3,,,,,,,,0,,,63,0
2580,note_on,6,0,3,,,,,,,,0,,,61,80
2604,note_on,24,0,3,,,,,,,,0,,,61,0
2610,note_on,6,0,3,,,,,,,,0,,,58,80
