tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Ab,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,set_tempo,0,1,0,,,,,,625000,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
1,copyright,1,1,5,,,,,,,,,,,,,
1,end_of_track,0,1,5,,,,,,,,,,,,,
53,set_tempo,53,1,0,,,,,,375000,,,,,,,
240,note_on,0,0,1,,,,,,,,,0,,,75,62
240,control_change,240,0,1,,,,,,,,,0,64,127,,
287,note_on,47,0,1,,,,,,,,,0,,,75,0
287,note_on,0,0,1,,,,,,,,,0,,,77,62
336,note_on,0,0,1,,,,,,,,,0,,,75,62
336,note_on,49,0,1,,,,,,,,,0,,,77,0
383,note_on,47,0,1,,,,,,,,,0,,,75,0
383,note_on,0,0,1,,,,,,,,,0,,,74,62
432,note_on,49,0,1,,,,,,,,,0,,,74,0
432,note_on,0,0,1,,,,,,,,,0,,,75,62
480,note_on,48,0,1,,,,,,,,,0,,,75,0
480,note_on,0,0,1,,,,,,,,,0,,,84,62
720,note_on,240,0,1,,,,,,,,,0,,,84,0
720,control_change,0,0,1,,,,,,,,,0,64,0,,
720,note_on,0,0,1,,,,,,,,,0,,,79,62
960,control_change,0,0,1,,,,,,,,,0,64,127,,
960,note_on,240,0,1,,,,,,,,,0,,,79,0
960,note_on,0,0,1,,,,,,,,,0,,,82,62
960,note_on,0,0,3,,,,,,,,,2,,,44,49
960,control_change,960,0,3,,,,,,,,,2,64,127,,
960,time_signature,907,1,0,6,4,24,8,,,,,,,,,
1200,note_on,0,0,3,,,,,,,,,2,,,51,49
1200,note_on,240,0,3,,,,,,,,,2,,,44,0
1440,note_on,0,0,3,,,,,,,,,2,,,56,49
