tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Db,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,77,75
0,note_on,0,0,2,,,,,,,,,1,,,65,49
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,note_on,0,0,3,,,,,,,,,2,,,61,49
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,set_tempo,0,1,0,,,,,,625000,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
1,copyright,1,1,5,,,,,,,,,,,,,
1,end_of_track,0,1,5,,,,,,,,,,,,,
20,set_tempo,20,1,0,,,,,,652174,,,,,,,
120,note_on,0,0,3,,,,,,,,,2,,,49,49
120,note_on,120,0,2,,,,,,,,,1,,,65,0
120,note_on,0,0,2,,,,,,,,,1,,,73,49
120,note_on,120,0,3,,,,,,,,,2,,,61,0
240,note_on,0,0,1,,,,,,,,,0,,,78,75
240,note_on,0,0,3,,,,,,,,,2,,,63,49
240,note_on,240,0,1,,,,,,,,,0,,,77,0
240,note_on,120,0,3,,,,,,,,,2,,,49,0
240,note_on,0,0,2,,,,,,,,,1,,,66,49
240,note_on,120,0,2,,,,,,,,,1,,,73,0
360,note_on,120,0,2,,,,,,,,,1,,,66,0
360,note_on,0,0,3,,,,,,,,,2,,,49,49
360,note_on,0,0,2,,,,,,,,,1,,,73,49
360,note_on,120,0,3,,,,,,,,,2,,,63,0
480,note_on,0,0,1,,,,,,,,,0,,,79,75
480,note_on,120,0,3,,,,,,,,,2,,,49,0
480,note_on,0,0,3,,,,,,,,,2,,,64,49
480,note_on,240,0,1,,,,,,,,,0,,,78,0
480,note_on,0,0,2,,,,,,,,,1,,,67,49
480,note_on,120,0,2,,,,,,,,,1,,,73,0
600,note_on,0,0,3,,,,,,,,,2,,,49,49
600,note_on,120,0,2,,,,,,,,,1,,,67,0
600,note_on,120,0,3,,,,,,,,,2,,,64,0
600,note_on,0,0,2,,,,,,,,,1,,,73,49
720,note_on,120,0,2,,,,,,,,,1,,,73,0
720,note_on,0,0,2,,,,,,,,,1,,,68,49
720,note_on,240,0,1,,,,,,,,,0,,,79,0
720,note_on,0,0,3,,,,,,,,,2,,,65,75
720,note_on,0,0,1,,,,,,,,,0,,,80,75
720,note_on,120,0,3,,,,,,,,,2,,,49,0
840,note_on,0,0,2,,,,,,,,,1,,,73,49
840,note_on,0,0,3,,,,,,,,,2,,,49,49
840,note_on,120,0,2,,,,,,,,,1,,,68,0
840,note_on,120,0,3,,,,,,,,,2,,,65,0
960,note_on,0,0,3,,,,,,,,,2,,,61,49
960,note_on,0,0,1,,,,,,,,,0,,,77,75
960,note_on,120,0,2,,,,,,,,,1,,,73,0
960,note_on,240,0,1,,,,,,,,,0,,,80,0
960,note_on,120,0,3,,,,,,,,,2,,,49,0
960,note_on,0,0,2,,,,,,,,,1,,,65,49
1080,note_on,0,0,3,,,,,,,,,2,,,49,49
1080,note_on,120,0,3,,,,,,,,,2,,,61,0
1080,note_on,0,0,2,,,,,,,,,1,,,68,49
1080,note_on,120,0,2,,,,,,,,,1,,,65,0
1200,note_on,120,0,3,,,,,,,,,2,,,49,0
1200,note_on,0,0,2,,,,,,,,,1,,,64,49
1200,note_on,120,0,2,,,,,,,,,1,,,68,0
1200,note_on,0,0,3,,,,,,,,,2,,,60,49
1320,note_on,120,0,2,,,,,,,,,1,,,64,0
1320,note_on,0,0,2,,,,,,,,,1,,,68,49
1320,note_on,0,0,3,,,,,,,,,2,,,49,49
1320,note_on,120,0,3,,,,,,,,,2,,,60,0
1440,note_on,120,0,3,,,,,,,,,2,,,49,0
1440,note_on,120,0,2,,,,,,,,,1,,,68,0
1440,note_on,0,0,2,,,,,,,,,1,,,65,49
1440,note_on,0,0,3,,,,,,,,,2,,,61,49
1560,note_on,0,0,2,,,,,,,,,1,,,68,49
1560,note_on,120,0,3,,,,,,,,,2,,,61,0
1560,note_on,0,0,3,,,,,,,,,2,,,49,49
1560,note_on,120,0,2,,,,,,,,,1,,,65,0
1680,note_on,720,0,1,,,,,,,,,0,,,77,0
1680,note_on,120,0,3,,,,,,,,,2,,,49,0
1680,note_on,0,0,2,,,,,,,,,1,,,65,49
1680,note_on,0,0,3,,,,,,,,,2,,,56,49
1680,note_on,0,0,1,,,,,,,,,0,,,73,75
1680,note_on,120,0,2,,,,,,,,,1,,,68,0
1800,note_on,120,0,3,,,,,,,,,2,,,56,0
1800,note_on,0,0,3,,,,,,,,,2,,,49,49
1800,note_on,0,0,2,,,,,,,,,1,,,68,49
1800,note_on,120,0,2,,,,,,,,,1,,,65,0
1920,note_on,120,0,2,,,,,,,,,1,,,68,0
1920,note_on,0,0,3,,,,,,,,,2,,,60,49
1920,note_on,0,0,1,,,,,,,,,0,,,75,75
1920,note_on,240,0,1,,,,,,,,,0,,,73,0
1920,note_on,120,0,3,,,,,,,,,2,,,49,0
1920,note_on,0,0,2,,,,,,,,,1,,,66,49
2040,note_on,0,0,3,,,,,,,,,2,,,49,49
