tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,track_name,0,1,2,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,6,8,12,8,,,,,,,,
0,set_tempo,0,1,0,,,,,,433965,,,,,,
0,program_change,0,0,4,,,,,,,0,0,,,,
0,program_change,0,0,3,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,10,64,,
0,control_change,0,0,2,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,0,7,127,,
0,control_change,0,0,4,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,0,10,64,,
0,control_change,0,0,4,,,,,,,,0,10,64,,
676,control_change,676,0,4,,,,,,,,0,64,127,,
690,note_on,690,0,1,,,,,,,,0,,,48,77
690,note_on,14,0,4,,,,,,,,0,,,36,88
750,note_on,750,0,2,,,,,,,,0,,,50,56
750,note_on,750,0,3,,,,,,,,0,,,38,56
774,note_on,24,0,2,,,,,,,,0,,,50,0
774,note_on,24,0,3,,,,,,,,0,,,38,0
780,note_on,6,0,3,,,,,,,,0,,,39,56
780,note_on,6,0,2,,,,,,,,0,,,51,56
804,note_on,24,0,3,,,,,,,,0,,,39,0
804,note_on,24,0,2,,,,,,,,0,,,51,0
810,note_on,6,0,3,,,,,,,,0,,,41,56
810,note_on,6,0,2,,,,,,,,0,,,53,56
816,note_on,126,0,4,,,,,,,,0,,,36,0
816,note_on,126,0,1,,,,,,,,0,,,48,0
834,note_on,24,0,3,,,,,,,,0,,,41,0
834,note_on,24,0,2,,,,,,,,0,,,53,0
840,note_on,24,0,4,,,,,,,,0,,,43,88
840,note_on,24,0,1,,,,,,,,0,,,55,77
870,note_on,36,0,3,,,,,,,,0,,,36,56
870,note_on,36,0,2,,,,,,,,0,,,48,56
894,note_on,24,0,2,,,,,,,,0,,,48,0
894,note_on,24,0,3,,,,,,,,0,,,36,0
900,note_on,6,0,2,,,,,,,,0,,,50,56
900,note_on,6,0,3,,,,,,,,0,,,38,56
924,note_on,24,0,2,,,,,,,,0,,,50,0
924,note_on,24,0,3,,,,,,,,0,,,38,0
930,note_on,6,0,3,,,,,,,,0,,,39,56
930,note_on,6,0,2,,,,,,,,0,,,51,56
936,note_on,96,0,1,,,,,,,,0,,,55,0
936,note_on,96,0,4,,,,,,,,0,,,43,0
954,note_on,24,0,3,,,,,,,,0,,,39,0
954,note_on,24,0,2,,,,,,,,0,,,51,0
960,note_on,24,0,1,,,,,,,,0,,,53,77
960,note_on,24,0,4,,,,,,,,0,,,41,88
990,note_on,36,0,3,,,,,,,,0,,,43,56
990,note_on,36,0,2,,,,,,,,0,,,55,56
