tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
86400,note_on,0,0,4,,,,,,,,0,,,53,73
86400,note_on,24,0,4,,,,,,,,0,,,60,73
86400,note_on,0,0,1,,,,,,,,0,,,69,69
86400,note_on,0,0,1,,,,,,,,0,,,65,69
86446,set_tempo,192,1,0,,,,,,486697,,,,,,
86448,note_on,0,0,1,,,,,,,,0,,,69,0
86448,note_on,48,0,1,,,,,,,,0,,,65,0
86448,note_on,48,0,4,,,,,,,,0,,,53,0
86448,note_on,0,0,4,,,,,,,,0,,,60,0
86448,note_on,0,0,4,,,,,,,,0,,,63,0
86448,note_on,0,0,1,,,,,,,,0,,,79,0
86460,note_on,12,0,4,,,,,,,,0,,,63,73
86460,note_on,12,0,1,,,,,,,,0,,,78,80
86460,note_on,0,0,4,,,,,,,,0,,,53,73
