tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,set_tempo,0,1,0,,,,,,625000,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
1,copyright,1,1,5,,,,,,,,,,,,,
1,end_of_track,0,1,5,,,,,,,,,,,,,
34,set_tempo,34,1,0,,,,,,454545,,,,,,,
480,note_on,480,0,3,,,,,,,,,2,,,65,49
480,note_on,480,0,1,,,,,,,,,0,,,77,62
480,note_on,480,0,4,,,,,,,,,3,,,63,88
600,note_on,600,0,2,,,,,,,,,1,,,69,49
720,note_on,0,0,2,,,,,,,,,1,,,72,49
720,note_on,120,0,2,,,,,,,,,1,,,69,0
840,note_on,360,0,1,,,,,,,,,0,,,77,0
840,note_on,0,0,1,,,,,,,,,0,,,79,62
960,note_on,240,0,2,,,,,,,,,1,,,72,0
960,note_on,480,0,4,,,,,,,,,3,,,63,0
960,note_on,0,0,1,,,,,,,,,0,,,77,62
960,note_on,0,0,4,,,,,,,,,3,,,62,62
960,note_on,120,0,1,,,,,,,,,0,,,79,0
1080,note_on,120,0,2,,,,,,,,,1,,,70,49
1200,note_on,120,0,2,,,,,,,,,1,,,70,0
1200,note_on,0,0,2,,,,,,,,,1,,,74,49
1320,note_on,0,0,1,,,,,,,,,0,,,79,62
1320,note_on,360,0,1,,,,,,,,,0,,,77,0
1440,note_on,480,0,4,,,,,,,,,3,,,62,0
1440,note_on,240,0,2,,,,,,,,,1,,,74,0
1440,note_on,0,0,4,,,,,,,,,3,,,57,62
1440,note_on,120,0,1,,,,,,,,,0,,,79,0
1440,note_on,0,0,1,,,,,,,,,0,,,77,62
1560,note_on,120,0,2,,,,,,,,,1,,,72,49
1680,note_on,0,0,2,,,,,,,,,1,,,75,49
1680,note_on,120,0,2,,,,,,,,,1,,,72,0
1800,note_on,0,0,1,,,,,,,,,0,,,79,62
1800,note_on,360,0,1,,,,,,,,,0,,,77,0
1920,note_on,0,0,1,,,,,,,,,0,,,77,62
1920,note_on,0,0,4,,,,,,,,,3,,,58,62
1920,note_on,240,0,2,,,,,,,,,1,,,75,0
1920,note_on,120,0,1,,,,,,,,,0,,,79,0
1920,note_on,480,0,4,,,,,,,,,3,,,57,0
2040,note_on,120,0,2,,,,,,,,,1,,,70,49
2160,note_on,0,0,2,,,,,,,,,1,,,74,49
2160,note_on,1680,0,3,,,,,,,,,2,,,65,0
2160,note_on,240,0,4,,,,,,,,,3,,,58,0
2160,note_on,120,0,2,,,,,,,,,1,,,70,0
2280,note_on,360,0,1,,,,,,,,,0,,,77,0
2280,note_on,0,0,1,,,,,,,,,0,,,79,62
2400,note_on,0,0,1,,,,,,,,,0,,,81,62
2400,note_on,240,0,3,,,,,,,,,2,,,65,49
2400,note_on,120,0,1,,,,,,,,,0,,,79,0
2400,note_on,240,0,2,,,,,,,,,1,,,74,0
2400,note_on,240,0,4,,,,,,,,,3,,,53,49
2520,note_on,120,0,2,,,,,,,,,1,,,70,49
2640,note_on,240,0,3,,,,,,,,,2,,,65,0
2640,note_on,240,0,4,,,,,,,,,3,,,53,0
2640,note_on,0,0,2,,,,,,,,,1,,,74,49
2640,note_on,120,0,2,,,,,,,,,1,,,70,0
2760,note_on,0,0,1,,,,,,,,,0,,,82,62
2760,note_on,360,0,1,,,,,,,,,0,,,81,0
2880,note_on,240,0,4,,,,,,,,,3,,,53,49
2880,note_on,120,0,1,,,,,,,,,0,,,82,0
2880,note_on,240,0,2,,,,,,,,,1,,,74,0
2880,note_on,240,0,3,,,,,,,,,2,,,65,49
2880,note_on,0,0,1,,,,,,,,,0,,,82,62
3000,note_on,120,0,2,,,,,,,,,1,,,72,49
3120,note_on,120,0,2,,,,,,,,,1,,,72,0
3120,note_on,240,0,3,,,,,,,,,2,,,65,0
3120,note_on,240,0,4,,,,,,,,,3,,,53,0
3120,note_on,0,0,2,,,,,,,,,1,,,75,49
3240,note_on,0,0,1,,,,,,,,,0,,,81,62
3240,note_on,360,0,1,,,,,,,,,0,,,82,0
3360,note_on,240,0,3,,,,,,,,,2,,,65,49
3360,note_on,240,0,2,,,,,,,,,1,,,75,0
3360,note_on,0,0,1,,,,,,,,,0,,,79,62
3360,note_on,240,0,4,,,,,,,,,3,,,53,49
3360,note_on,120,0,1,,,,,,,,,0,,,81,0
3480,note_on,120,0,2,,,,,,,,,1,,,72,49
3600,note_on,240,0,3,,,,,,,,,2,,,65,0
3600,note_on,0,0,2,,,,,,,,,1,,,75,49
3600,note_on,120,0,2,,,,,,,,,1,,,72,0
3600,note_on,240,0,4,,,,,,,,,3,,,53,0
3720,note_on,360,0,1,,,,,,,,,0,,,79,0
3720,note_on,0,0,1,,,,,,,,,0,,,77,62
3840,note_on,240,0,3,,,,,,,,,2,,,65,49
3840,note_on,120,0,1,,,,,,,,,0,,,77,0
