tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,0,7,100,,
0,control_change,0,0,2,,,,,,,,0,10,51,,
0,control_change,0,0,2,,,,,,,,0,10,51,,
0,control_change,0,0,2,,,,,,,,0,91,60,,
0,control_change,0,0,2,,,,,,,,0,91,60,,
0,control_change,0,0,2,,,,,,,,0,121,0,,
0,control_change,0,0,2,,,,,,,,0,121,0,,
0,control_change,0,0,3,,,,,,,,0,7,100,,
0,control_change,0,0,3,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,0,91,60,,
0,control_change,0,0,3,,,,,,,,0,121,0,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,note_on,0,0,1,,,,,,,,0,,,46,80
0,note_on,0,0,1,,,,,,,,0,,,50,80
0,track_name,0,1,2,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,0,0,,,,
0,program_change,0,0,3,,,,,,,0,0,,,,
0,set_tempo,0,1,0,,,,,,2222222,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,0,7,100,,
0,control_change,0,0,2,,,,,,,,0,7,100,,
0,track_name,0,1,3,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,0,10,51,,
0,control_change,0,0,1,,,,,,,,0,10,51,,
0,control_change,0,0,1,,,,,,,,0,91,60,,
0,control_change,0,0,1,,,,,,,,0,91,60,,
0,control_change,0,0,1,,,,,,,,0,121,0,,
0,control_change,0,0,1,,,,,,,,0,121,0,,
67,control_change,67,0,2,,,,,,,,0,64,127,,
180,note_on,113,0,2,,,,,,,,0,,,31,80
215,note_on,35,0,2,,,,,,,,0,,,31,0
225,note_on,10,0,2,,,,,,,,0,,,43,80
236,note_on,11,0,2,,,,,,,,0,,,43,0
239,note_on,3,0,2,,,,,,,,0,,,46,80
251,note_on,12,0,2,,,,,,,,0,,,46,0
254,note_on,3,0,2,,,,,,,,0,,,50,80
265,note_on,11,0,2,,,,,,,,0,,,50,0
270,note_on,5,0,2,,,,,,,,0,,,62,80
281,note_on,11,0,2,,,,,,,,0,,,62,0
284,note_on,3,0,2,,,,,,,,0,,,50,80
286,note_on,0,0,1,,,,,,,,0,,,46,0
286,note_on,286,0,1,,,,,,,,0,,,50,0
296,note_on,12,0,2,,,,,,,,0,,,50,0
299,note_on,3,0,2,,,,,,,,0,,,46,80
310,note_on,11,0,2,,,,,,,,0,,,46,0
315,note_on,5,0,2,,,,,,,,0,,,43,80
350,note_on,35,0,2,,,,,,,,0,,,43,0
360,note_on,0,0,1,,,,,,,,0,,,45,80
360,note_on,0,0,1,,,,,,,,0,,,49,80
360,note_on,74,0,1,,,,,,,,0,,,43,80
380,control_change,30,0,2,,,,,,,,0,64,0,,
450,control_change,70,0,2,,,,,,,,0,64,127,,
540,note_on,90,0,2,,,,,,,,0,,,31,80
575,note_on,35,0,2,,,,,,,,0,,,31,0
