tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,E,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,80,60
0,note_on,0,0,1,,,,,,,,,0,,,83,60
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,program_change,0,0,3,,,,,,,,0,0,,,,
0,program_change,0,0,4,,,,,,,,0,0,,,,
0,program_change,0,0,5,,,,,,,,0,0,,,,
0,set_tempo,0,1,0,,,,,,714286,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,5,8,12,8,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,2,,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,control_change,0,0,4,,,,,,,,,0,7,127,,
0,control_change,0,0,5,,,,,,,,,0,10,64,,
0,control_change,0,0,5,,,,,,,,,0,7,127,,
30,note_on,0,0,1,,,,,,,,,0,,,83,0
30,note_on,30,0,1,,,,,,,,,0,,,80,0
30,note_on,0,0,1,,,,,,,,,0,,,78,60
30,note_on,0,0,1,,,,,,,,,0,,,81,60
60,note_on,30,0,1,,,,,,,,,0,,,81,0
60,note_on,0,0,1,,,,,,,,,0,,,78,0
60,note_on,0,0,1,,,,,,,,,0,,,80,70
60,note_on,0,0,1,,,,,,,,,0,,,76,70
120,note_on,0,0,1,,,,,,,,,0,,,76,60
120,note_on,0,0,1,,,,,,,,,0,,,80,0
120,note_on,60,0,1,,,,,,,,,0,,,76,0
120,note_on,0,0,1,,,,,,,,,0,,,80,60
150,note_on,0,0,1,,,,,,,,,0,,,71,60
150,note_on,0,0,1,,,,,,,,,0,,,78,60
150,note_on,0,0,1,,,,,,,,,0,,,80,0
150,note_on,30,0,1,,,,,,,,,0,,,76,0
180,note_on,0,0,1,,,,,,,,,0,,,68,70
180,note_on,0,0,1,,,,,,,,,0,,,71,0
180,note_on,30,0,1,,,,,,,,,0,,,78,0
180,note_on,0,0,1,,,,,,,,,0,,,76,70
240,note_on,0,0,1,,,,,,,,,0,,,68,0
240,note_on,60,0,1,,,,,,,,,0,,,76,0
240,note_on,0,0,1,,,,,,,,,0,,,83,60
240,note_on,0,0,1,,,,,,,,,0,,,80,60
270,note_on,0,0,1,,,,,,,,,0,,,78,60
270,note_on,0,0,1,,,,,,,,,0,,,81,60
270,note_on,0,0,1,,,,,,,,,0,,,83,0
270,note_on,30,0,1,,,,,,,,,0,,,80,0
300,note_on,30,0,1,,,,,,,,,0,,,81,0
300,note_on,0,0,1,,,,,,,,,0,,,76,70
300,note_on,0,0,1,,,,,,,,,0,,,78,0
300,note_on,0,0,1,,,,,,,,,0,,,80,70
300,time_signature,300,1,0,2,4,24,8,,,,,,,,,
360,note_on,0,0,1,,,,,,,,,0,,,76,60
360,note_on,0,0,1,,,,,,,,,0,,,80,60
360,note_on,0,0,1,,,,,,,,,0,,,80,0
360,note_on,60,0,1,,,,,,,,,0,,,76,0
390,note_on,0,0,1,,,,,,,,,0,,,80,0
390,note_on,0,0,1,,,,,,,,,0,,,71,60
390,note_on,30,0,1,,,,,,,,,0,,,76,0
390,note_on,0,0,1,,,,,,,,,0,,,78,60
420,note_on,0,0,1,,,,,,,,,0,,,71,0
420,note_on,0,0,1,,,,,,,,,0,,,68,70
420,note_on,0,0,1,,,,,,,,,0,,,76,70
420,note_on,30,0,1,,,,,,,,,0,,,78,0
480,note_on,60,0,1,,,,,,,,,0,,,76,0
480,note_on,0,0,1,,,,,,,,,0,,,68,0
480,note_on,0,0,1,,,,,,,,,0,,,68,60
480,note_on,0,0,1,,,,,,,,,0,,,76,60
510,note_on,0,0,1,,,,,,,,,0,,,71,60
510,note_on,30,0,1,,,,,,,,,0,,,76,0
510,note_on,0,0,1,,,,,,,,,0,,,78,60
510,note_on,0,0,1,,,,,,,,,0,,,68,0
540,note_on,0,0,1,,,,,,,,,0,,,76,70
540,note_on,30,0,1,,,,,,,,,0,,,71,0
540,note_on,0,0,1,,,,,,,,,0,,,80,70
540,note_on,0,0,1,,,,,,,,,0,,,78,0
600,note_on,0,0,1,,,,,,,,,0,,,78,60
600,note_on,0,0,1,,,,,,,,,0,,,71,60
600,note_on,0,0,1,,,,,,,,,0,,,80,0
600,note_on,60,0,1,,,,,,,,,0,,,76,0
630,note_on,0,0,1,,,,,,,,,0,,,76,60
630,note_on,0,0,1,,,,,,,,,0,,,78,0
630,note_on,0,0,1,,,,,,,,,0,,,80,60
630,note_on,30,0,1,,,,,,,,,0,,,71,0
660,note_on,0,0,1,,,,,,,,,0,,,78,70
660,note_on,0,0,1,,,,,,,,,0,,,80,0
660,note_on,0,0,1,,,,,,,,,0,,,81,70
660,note_on,30,0,1,,,,,,,,,0,,,76,0
720,note_on,60,0,1,,,,,,,,,0,,,78,0
720,note_on,0,0,1,,,,,,,,,0,,,71,60
720,note_on,0,0,1,,,,,,,,,0,,,78,60
720,note_on,0,0,1,,,,,,,,,0,,,81,0
