tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,note_on,0,0,3,,,,,,,,,2,,,36,88
0,note_on,0,0,3,,,,,,,,,2,,,48,88
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,set_tempo,0,1,0,,,,,,625000,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
1,copyright,1,1,5,,,,,,,,,,,,,
1,end_of_track,0,1,5,,,,,,,,,,,,,
30,set_tempo,30,1,0,,,,,,454545,,,,,,,
120,note_on,120,0,1,,,,,,,,,0,,,60,62
240,note_on,120,0,1,,,,,,,,,0,,,60,0
240,note_on,0,0,1,,,,,,,,,0,,,72,62
360,note_on,0,0,1,,,,,,,,,0,,,70,75
360,note_on,120,0,1,,,,,,,,,0,,,72,0
480,note_on,0,0,1,,,,,,,,,0,,,67,75
480,note_on,120,0,1,,,,,,,,,0,,,70,0
600,note_on,0,0,1,,,,,,,,,0,,,64,75
600,note_on,120,0,1,,,,,,,,,0,,,67,0
720,note_on,0,0,1,,,,,,,,,0,,,60,62
720,note_on,120,0,1,,,,,,,,,0,,,64,0
840,note_on,0,0,1,,,,,,,,,0,,,58,62
840,note_on,120,0,1,,,,,,,,,0,,,60,0
960,note_on,120,0,1,,,,,,,,,0,,,58,0
960,note_on,960,0,2,,,,,,,,,1,,,55,62
1080,note_on,0,0,2,,,,,,,,,1,,,52,62
1080,note_on,120,0,2,,,,,,,,,1,,,55,0
1200,note_on,0,0,2,,,,,,,,,1,,,48,62
1200,note_on,120,0,2,,,,,,,,,1,,,52,0
1320,note_on,120,0,2,,,,,,,,,1,,,48,0
1320,note_on,0,0,2,,,,,,,,,1,,,46,62
1440,note_on,1440,0,3,,,,,,,,,2,,,48,0
1440,note_on,120,0,2,,,,,,,,,1,,,46,0
1440,note_on,0,0,3,,,,,,,,,2,,,36,0
1440,note_on,0,0,2,,,,,,,,,1,,,43,62
1560,note_on,120,0,2,,,,,,,,,1,,,43,0
1560,note_on,0,0,2,,,,,,,,,1,,,50,62
1680,note_on,0,0,2,,,,,,,,,1,,,48,62
1680,note_on,120,0,2,,,,,,,,,1,,,50,0
1680,note_on,240,0,3,,,,,,,,,2,,,40,75
1800,note_on,0,0,2,,,,,,,,,1,,,46,62
1800,note_on,120,0,2,,,,,,,,,1,,,48,0
1920,note_on,240,0,3,,,,,,,,,2,,,40,0
1920,note_on,120,0,2,,,,,,,,,1,,,46,0
1920,note_on,0,0,2,,,,,,,,,1,,,45,62
1920,note_on,0,0,3,,,,,,,,,2,,,41,75
1967,note_on,47,0,3,,,,,,,,,2,,,41,0
2040,note_on,0,0,2,,,,,,,,,1,,,52,62
2040,note_on,120,0,2,,,,,,,,,1,,,45,0
2160,note_on,193,0,3,,,,,,,,,2,,,42,75
2160,note_on,0,0,2,,,,,,,,,1,,,50,62
2160,note_on,120,0,2,,,,,,,,,1,,,52,0
2207,note_on,47,0,3,,,,,,,,,2,,,42,0
2280,note_on,120,0,2,,,,,,,,,1,,,50,0
2280,note_on,0,0,2,,,,,,,,,1,,,48,62
2400,note_on,0,0,2,,,,,,,,,1,,,47,62
2400,note_on,120,0,2,,,,,,,,,1,,,48,0
2400,note_on,193,0,3,,,,,,,,,2,,,43,75
2447,note_on,47,0,3,,,,,,,,,2,,,43,0
2520,note_on,0,0,2,,,,,,,,,1,,,53,62
2520,note_on,120,0,2,,,,,,,,,1,,,47,0
2640,note_on,0,0,2,,,,,,,,,1,,,52,62
2640,note_on,120,0,2,,,,,,,,,1,,,53,0
2640,note_on,193,0,3,,,,,,,,,2,,,44,75
2687,note_on,47,0,3,,,,,,,,,2,,,44,0
2760,note_on,0,0,2,,,,,,,,,1,,,50,62
2760,note_on,120,0,2,,,,,,,,,1,,,52,0
2880,note_on,120,0,2,,,,,,,,,1,,,50,0
2880,note_on,0,0,2,,,,,,,,,1,,,48,62
2880,note_on,193,0,3,,,,,,,,,2,,,45,75
3000,note_on,0,0,2,,,,,,,,,1,,,55,62
3000,note_on,120,0,2,,,,,,,,,1,,,48,0
3120,note_on,0,0,2,,,,,,,,,1,,,53,62
3120,note_on,120,0,2,,,,,,,,,1,,,55,0
3240,note_on,0,0,2,,,,,,,,,1,,,52,62
3240,note_on,120,0,2,,,,,,,,,1,,,53,0
3360,note_on,0,0,3,,,,,,,,,2,,,46,75
3360,note_on,480,0,3,,,,,,,,,2,,,45,0
3360,note_on,0,0,2,,,,,,,,,1,,,50,75
3360,note_on,120,0,2,,,,,,,,,1,,,52,0
3480,note_on,120,0,2,,,,,,,,,1,,,50,0
3480,note_on,0,0,2,,,,,,,,,1,,,57,75
3600,note_on,120,0,2,,,,,,,,,1,,,57,0
3600,note_on,0,0,2,,,,,,,,,1,,,55,75
3600,note_on,0,0,3,,,,,,,,,2,,,47,75
3600,note_on,240,0,3,,,,,,,,,2,,,46,0
3720,note_on,0,0,2,,,,,,,,,1,,,53,75
3720,note_on,120,0,2,,,,,,,,,1,,,55,0
3840,note_on,0,0,3,,,,,,,,,2,,,36,88
3840,note_on,0,0,3,,,,,,,,,2,,,48,88
3840,note_on,240,0,3,,,,,,,,,2,,,47,0
3840,note_on,2880,0,1,,,,,,,,,0,,,52,75
3840,note_on,120,0,2,,,,,,,,,1,,,53,0
3960,note_on,0,0,1,,,,,,,,,0,,,60,75
3960,note_on,120,0,1,,,,,,,,,0,,,52,0
4080,note_on,0,0,1,,,,,,,,,0,,,72,75
4080,note_on,120,0,1,,,,,,,,,0,,,60,0
4200,note_on,0,0,1,,,,,,,,,0,,,70,75
4200,note_on,120,0,1,,,,,,,,,0,,,72,0
4320,note_on,0,0,1,,,,,,,,,0,,,67,75
4320,note_on,120,0,1,,,,,,,,,0,,,70,0
4440,note_on,0,0,1,,,,,,,,,0,,,64,75
4440,note_on,120,0,1,,,,,,,,,0,,,67,0
4560,note_on,120,0,1,,,,,,,,,0,,,64,0
4560,note_on,0,0,1,,,,,,,,,0,,,60,75
4680,note_on,0,0,1,,,,,,,,,0,,,58,75
4680,note_on,120,0,1,,,,,,,,,0,,,60,0
4800,note_on,120,0,1,,,,,,,,,0,,,58,0
4800,note_on,960,0,2,,,,,,,,,1,,,55,75
4920,note_on,120,0,2,,,,,,,,,1,,,55,0
4920,note_on,0,0,2,,,,,,,,,1,,,52,75
5040,note_on,0,0,2,,,,,,,,,1,,,48,75
5040,note_on,120,0,2,,,,,,,,,1,,,52,0
5160,note_on,0,0,2,,,,,,,,,1,,,46,75
5160,note_on,120,0,2,,,,,,,,,1,,,48,0
5280,note_on,0,0,3,,,,,,,,,2,,,36,0
5280,note_on,1440,0,3,,,,,,,,,2,,,48,0
5280,note_on,120,0,2,,,,,,,,,1,,,46,0
5280,note_on,0,0,2,,,,,,,,,1,,,43,75
5400,note_on,120,0,2,,,,,,,,,1,,,43,0
5400,note_on,0,0,2,,,,,,,,,1,,,50,75
5520,note_on,0,0,2,,,,,,,,,1,,,48,75
5520,note_on,120,0,2,,,,,,,,,1,,,50,0
5520,note_on,240,0,3,,,,,,,,,2,,,40,75
5567,note_on,47,0,3,,,,,,,,,2,,,40,0
5640,note_on,0,0,2,,,,,,,,,1,,,46,75
5640,note_on,120,0,2,,,,,,,,,1,,,48,0
5760,note_on,0,0,2,,,,,,,,,1,,,45,75
5760,note_on,193,0,3,,,,,,,,,2,,,41,75
5760,note_on,120,0,2,,,,,,,,,1,,,46,0
5807,note_on,47,0,3,,,,,,,,,2,,,41,0
5880,note_on,0,0,2,,,,,,,,,1,,,52,75
5880,note_on,120,0,2,,,,,,,,,1,,,45,0
6000,note_on,0,0,2,,,,,,,,,1,,,50,75
6000,note_on,120,0,2,,,,,,,,,1,,,52,0
6000,note_on,193,0,3,,,,,,,,,2,,,42,75
6047,note_on,47,0,3,,,,,,,,,2,,,42,0
6120,note_on,0,0,2,,,,,,,,,1,,,48,75
6120,note_on,120,0,2,,,,,,,,,1,,,50,0
6240,note_on,120,0,2,,,,,,,,,1,,,48,0
6240,note_on,193,0,3,,,,,,,,,2,,,43,75
6240,note_on,0,0,2,,,,,,,,,1,,,47,75
6287,note_on,47,0,3,,,,,,,,,2,,,43,0
6360,note_on,120,0,2,,,,,,,,,1,,,47,0
